Sinopanax formosanus	GU054913	GU054723				GU055103				GQ243826	GQ244097	GU054533	GU054628			GU055008			GU054818										
Gastonia cutispongia	GU054946	GU054756				AF396415						GU054566	AF396420			GU055041	GQ267616		GU054851								AF393926		
Eleutherococcus sessiliflorus		EF152196			GQ436221	AY393721			DQ133796				FJ980421	GQ434778	GQ435790	DQ133825							AB571642						
Raukaua anomalus	FJ470245					AY393764		FJ470180	FJ470120	GQ243808	GQ244079		U63164									FJ470213							
Schefflera decaphylla					FJ038427	FJ039277			FJ037968				FJ037796		FJ039358		GU004133		FJ038860				JQ626409						
Schefflera delavayi		GQ983669	GQ983613			EF152185							EF152176			GQ984020	GU004121											AY204054	
Munroidendron racemosum						AF393922			U50249	GQ243792	GQ244063		AF229738				GQ267624	AY189094					U58592				AF393961		
Sciadodendron excelsum	GU054954	GU054764				GU055144			JQ590388			GU054574	AY389061			GU055049			GU054859				JQ586681						
Hydrocotyle vulgaris		GQ983666	GQ983599				FM207084		JN892731				AF077895			DQ133870							DQ133792						
Pseudopanax linearis	FJ470252					AY393763		FJ470206	FJ470131	FJ470177			U63178				GQ267600					FJ470225							
Pseudopanax crassifolius	FJ470249					AY393760		FJ470187	FJ470123	FJ470174			U63168									FJ470220						AY203994	
Dendropanax dentiger	GU054903	GU054713				GU055169			HQ427251			GU054599	GU054694			GU055074			GU054884				HQ427394						
Dendropanax hainanensis	GU054940	GU054750				GU055130						GU054560	AF242236			GU055035			GU054845					AY304716				AY203997	
Dendropanax hoi	GU054968	GU054778				GU055158				GQ243776	GQ244046	GU054588	GU054683			GU055063			GU054873										
Heteropanax fragrans		EF152198				EF152184			JQ933360	GQ243785	GQ244056	AY753236	AY725120				GU004118											AY204056	
Oplopanax elatus	GU054947	GU054757				AY393744				GQ243795	GQ244066	GU054567	AY389043			GU055042			GU054852									AY204033	
Eleutherococcus trifoliatus		AY171089				AY753264			U50239	GQ243777	GQ244047	AY753235	AY725119					AY189065					U58603						
Schefflera digitata	FJ470246			GU476379		AY393768		FJ470181	FJ470121	GQ243815	GQ244086		DQ499063									FJ470214							
Schefflera heptaphylla	GU054926	GU054736				GU055116			JN407245			GU054546	JN407425			GU055021	GU004120		HQ415433				JN407096						
Hedera nepalensis	GU054922	GU054732				GU055112				AY163505		GU054542	GU054637			GU055017			GU054827							AF506102		AY204084	
Hedera caucasigena						HQ220354				HQ220259	HQ220386					HQ220322			HQ220578										
Hedera maderensis						HQ220360				HQ220265	HQ220392					HQ220328			HQ220584										
Metapanax davidii	GU054910	EF152201				GU055100				GQ243790	GQ244061	GU054530	AF242233			GU055005			GU054815								AY304732	AY204022	
Macropanax dispermus	GU054892	GU054702				GU055082			JQ933394	GQ243787	GQ244058	AY753237	AY725140			GU054987			GU054797									AY204020	
Meryta sinclairii	FJ470248							FJ470203	FJ470143	GQ243789	GQ244060		AY746565				AY746583	AY189086				FJ470236	U58614						
Aralia racemosa	GU054900	GU054710			HQ593903	GU055090			HQ589960			GU054520	U66929			GU054995			GU054805				HQ593177					AY204043	
Tetraplasandra oahuensis		GQ983667	GQ983616			AF393921				GQ243829	GQ244100		AF396421			GQ983996	GQ267694										AF393960		
Hedera hibernica						AJ537464				AY163502	AF515547	AY163540	AF506079						AY163521				FN668806			AF506110			
Schefflera morototoni	GU054932	GU054742				GU055122			JQ590386	GQ243819	GQ244090	GU054552	AY955463			GU055027	GU004151		HM447000				JQ586677						
Cussonia spicata		GQ983676	GQ983596						JF265382	GQ243774	GQ244044		AF229765			GQ983995		AY189057					U58607						
Trevesia palmata		AY171081				AY393785			GQ436703	GQ243830	GQ244101		AF242247		GQ435787			AY189115	GQ435395				U58621				AY304761	AY203989	
Aralia elata	GU054970	GU054780				GU055160						GU054590	AY271910			GU055065			GU054875		AY275914								
Brassaia actinophylla						HQ220371				HQ220275	HQ220402		AF242245			HQ220339			HQ220594									HQ234595	
Polyscias fruticosa						HQ220370				HQ220276	HQ220403		U63191			HQ220338			HQ220595									HQ234593	
Pseudopanax arboreus	AF094461					AY393759		FJ470202	FJ470142	GQ243793	GQ244064		U63165				AY746585	AY189103		U72479		FJ470235	U58617						
Panax pseudoginseng				AB088026	HQ112571	AY393750			HQ112615				U41694			HQ112533			HQ112886		AY275936		HQ113076						
Hedera cypria						AF515535				HQ220255	HQ220382	AY163535	AJ131225			HQ220318			HQ220574							AF506113			
Hedera colchica						AF515540				HQ220254	HQ220381	AY163531	AF077884			HQ220317			HQ220573							AF506104			
Hedera canariensis						AF515532				HQ220253	HQ220380	AY163544	AJ131221			HQ220316			HQ220572							AF506085			
Hedera iberica						AF515533				HQ220264	HQ220391	AY163533	AJ131232			HQ220327			HQ220583							AF506089			
Hedera maroccana						AF515530				HQ220267	HQ220394	AY163532	AF506080			HQ220330			HQ220586							AF506092			
Schefflera arboricola	GU054911	GU054721				GU055101			U50255	GQ243812	GQ244083	GU054531	AF242243			GU055006		AY189108	GU054816				U58619						
Polyscias guilfoylei		GQ983674	GQ983620			GQ267569			U50251	GQ243803	GQ244073		AF242246			GQ983997	GQ267656	AY189102					AY188407						
Panax stipuleanatus				JX680332	HQ112557				HQ112601				U41696			HQ112539			HQ112891		AY275944		HQ113082				AY304743	AY204041	
Dendropanax arboreus	GU054969	GU054787				GU055159			JQ590380	GQ243775	GQ244045	GU054597	AY389033			GU055064		AY189060	GQ982206	U72476			U58609			AF506119			
Eleutherococcus senticosus	GU054895	GU054705		AB080245		GU055085			GQ436704			GU054515	GQ434775			GU054990			GU054800				AB571640						
Panax trifolius	GU054986	GU054796			HQ112570	GU055176			HQ112614			GU054606	U41698			HQ112541			GU054891		AY275946		HQ113084						
Trevesia sundaica		AY171080				AY393786				HQ220278	HQ220405		AY389063			HQ220341			HQ220597								AY304767	AY203990	
Hedera azorica						HQ220344			HM850042	HQ220249	HQ220376	AY163530	AJ131218			HQ220312			HQ220568				HM850708			AF506107			
Kalopanax septemlobus	GU054930	GU054740				AY393733		AB649389	D44571	GQ243786	GQ244057	GU054550	EF152175			GU055025		AY189080	AB649340	U72473			U58591		AB649352		AY304730	AY204029	
Hedera pastuchovii	GU054894	GU054704				HQ220366				HQ220271	HQ220398	AY163527	AJ131239			GU054989			HQ220590							AF506103			
Aralia spinosa	AF094458	GU054794	GQ983605			GU055174			L11166	GQ243763	GQ244031	GU054604	U66928			GU055079		AY189035	GU054889	U72481			U58604					AY204045	
Hedera rhombea	GU054893	GU054703				HQ220368				HQ220273	HQ220400	GU054513	GU054608			GU054988			GU054798							AF506099		AY204078	
Hedera algeriensis	GU054933	GU054743				HQ220347			HE963505	HQ220252	HQ220379	GU054553	AJ131217			GU055028			GU054838				HE970710			AF506094			
Tetrapanax papyrifer	GU054948	GU054758	GQ983624		GQ436220	AY393783			GQ436708	GQ243827	GQ244098	GU054568	U63192		GQ435789	GU055043	GU004117	AY189111	GU054853	U72472			U58620					AY204006	
Fatsia japonica	AF094466	AY171077				HQ220369		FJ470179	FJ470119	HQ220274	GQ244048	AY163545	EU786158			EU786161		AY189069	HQ220593	U72474		FJ470212	U58610			AF506121		AY203996	
Hedera helix	AF094463	AY171079	AF092105	X16604	FN689658	AY393731			JQ412372	HQ220260	HQ220387		AJ131228			GQ983991		AF479194	FJ395451	U72477			JN895670						
Panax japonicus				D84100	HQ112558	JN700292			HQ112602	JN700282		JN700296	U41701		GQ435795	HQ112528			HQ112880		AY275928		HQ113071		JN700321	JN700291			
Panax notoginseng				AB027525	GQ436218	JN700402			JF950030	JN700352		JN700406	U41684			HQ112529			HQ112882		AY275931		AB088002		JN700431	JN700401	EU574685	AY204040	
Panax quinquefolius			AJ236210	D85172	GQ436222	AY393751			GQ436709	GQ243801	GQ244072	JN700396	HQ112439			HQ112534	HQ650812	AF479193	HQ112888		AY275938		AB044904		JN700501	JN700391	EU574687		
Panax ginseng		AF130204		D83275	GQ436217	AF366930		AB649416	JF950028	JN700452		JN700466	HQ112415			HQ112510	HQ650811	GQ178077	AB649346		AY275926		AB044903		AB649381	JN700461	EU234581		
