taxon	matK	rpoB	spo-9	Pvr1	Pvr1.1	Waxy	atpE	rpoc1	cox1	rps2	unknown	GGR	5-enolpyruvylshikimate-3-phosphate-synthase	F3H	OSM1	endochitinase	beta-1,3-glucanase	LEAFY	unknown.1	5S-rRNA	NIA	matK.1	rpi-vnt1-like-protein	S	S.1	psbE	CHS-E	hypothetical-protein	COSII_At1g20050	COSII_At1g50020-like-protein	COSII_At2g38020	COSII_At5g14320	COSII_At2g38020.1	rpl32	rps16-trnQ(UUG)-intergenic-spacer	rpl32.1	AT3-1	At1g14300-like-protein	NIA.1	rps16	P	At5g04590-like-protein	unknown.2	TBP1	atpB	trnH-psbA-intergenic-spacer;-may-contain-psbA	At3g24010-like-protein	At3g62940-like-protein	18S-ribosomal-RNA	rbcL	nepGS	osmotin	lfy	glo	rpoC1	S1-RNase	beta-amylase	beta-amylase.1	phyA	trnK(UUU)-rps16-intergenic-spacer	COSII_At1g13380	trnY	contains-promoter-and-5'-UTR	ANS	transposase	unknown.3	H6H	rps3	At1g44760-like-protein	COSII_At2g15890	COSII_At3g10920	putative-progesterone-5-beta-reductase	3-methylcrotonyl-CoA-carboxylase	trnL	flavonoid-3'-hydroxylase	unknown.4	bHLH1	RPB2	adh	unknown.5	contains-tRNA-Leu-(trnL)-and-trnL-trnF-intergenic-spacer	contains-tRNA-Leu-(trnL)-and-trnL-trnF-intergenic-spacer.1	rpl16	ITS1	chloroplast-glutamine-synthetase	bHLH2	ndhF	ITS2	rpl2	waxy	putative-Pto-like-serine/threonine-kinase	PMT	MPF1-like-protein	S.2	GBSSI	petN	psbB-psbH-intergenic-spacer	NAMT	rbcL.1	disease-resistance-protein-RGH4	TPS17	NADH-dehydrogenase-subunit-1	psbA	5.8S-ribosomal-RNA	PI	myb1	trnS(GCU)-trnG(UCC)-intergenic-spacer	26S-ribosomal-RNA	infA	trnT-trnL-intergenic-region	18S-ribosomal-RNA.1	trnL.1	ndhJ	LFY	S.3	unknown.6	16S-rRNA	WDR1	S.4	S.5	S1-RNase.1	MADS	MPF2-like	unknown.7	NtoDFR	
Ipomoea horsfalliae																																																																GQ180934											GQ180936		EU192094									EU192103																																HQ875561							GQ180935	
Capsicum rhomboideum	EF537291								JF966312																												FJ687529																																																										EF537147								EF537239									EU580971														
Argyreia nervosa																			AF309153							AY100872																			AY100768																																													AF309135									AY100977													AY101086														
Anthocercis viscosa	AJ585863																																																																																						U08914												U08608								AJ585003		AF347643			AY206752														
Anthocercis gracilis	AJ585858								JF966301										AJ492457																																																																				AY098705																				AJ584998					AY098672														
Brunfelsia americana									JF966307										JQ081178																																																																				AY206740											EF472978	AY206720													AY206754														
Brunfelsia portoricensis	HM446659																		JQ081217																																																																				JQ081165												HM446761				HM446890									JQ081112														
Salpichroa origanifolia	EF439048																																												AM233298																																										EU580937												HM850331													EU581052											EF395191			
Jacquemontia pentanthos																			DQ219864							AY100928																			AY100825																																																						AY101036													AY101145														
Lycium torreyi																			DQ124634																				FJ444923																							FJ444893																																	DQ124546															DQ124488		DQ124611														
Lycium texanum																			FJ439761																				FJ444922																							FJ444892																																	DQ124545															DQ124487		DQ124610														
Lycium brevipes																			DQ124621																				FJ444902																							FJ444881																																	DQ124508															DQ124446		DQ124569														
Lycium infaustum																			DQ124627																				FJ444912																							FJ444887																																	DQ124529															DQ124467		DQ124590														
Lycium tenuispinosum																			DQ124633																				FJ444921																							FJ444891																																	DQ124543															DQ124485		DQ124608														
Merremia dissecta																			GQ388262							AY100874																			AY100770																																																						AY100979													AY101088													EU189077	
Cuscuta cephalanthi										EU330244									AY554399																																																							AY558829																									AY558861													EF194414														
Cuscuta compacta										EU330246									AY558825																																																							AY558831																									EU330266													EF194426														
Cuscuta indecora							EU330232			EU330250									EF194543																																																							AY558837																									EU330274													EF194302														
Nolana intonsa																		EU742227																																										EU742403																											EU742335								EU051876	EU742539							EU742471																							
Nolana sphaerophylla																		EU742213																																										EU742428																											EU742360								EU051840	EU742564							EU742496																							
Nolana weissiana																		EU742267																																										EU742437																											EU742369								EU051878	EU742573							EU742505																							
Nolana balsamiflua																		EU742281																																										EU742383																											EU742315								EU051905	EU742519							EU742451																							
Nolana parviflora																		EU742293																																										EU742415																											EU742347								EU051906	EU742551							EU742483																							
Nolana chancoana																		EU742265																																										EU742386																											EU742318								EU051893	EU742522							EU742454																							
Nolana arequipensis																		EU742241																																										FJ914199																											FJ914016								EU051890	FJ914053							FJ914082																							
Nolana onoana																		FJ914095																																										FJ914183																											FJ914000								EU051838	FJ914037							FJ914066																							
Nolana linearifolia																																																												EU742410																											EU580918								EU051832	EU742546							EU742478									EU581034														
Nolana filifolia																		EU742288																																										EU742395																											EU742327								EU051873	EU742531							EU742463																							
Nolana glauca																																																												EU742399																								AB019308			EU742331	AB019968								EU742535							EU742467																							
Nolana pallida																		EU742248																																										EU742413																											EU742345								EU051898	EU742549							EU742481																							
Nolana urubambae																		EU742255																																										EU742434																											EU742366								EU051855	EU742570							EU742502																							
Nolana volcanica																		EU742235																																										EU742436																											EU742368								EU051852	EU742572							EU742504																							
Nolana lezamae																		FJ914143																																										EU742409																											EU742341								EU051836	FJ914064							FJ914093																							
Nolana chapiensis																		EU742261																																										EU742387																											EU742319								EU051854	EU742523							EU742455																							
Leucophysalis grandiflora									JF966326										DQ314162																																																																				EU580905								DQ309472																	EU581013		DQ301515												
Duckeodendron cestroides																			AY206733																										AF209579				AF206904																																						AY206743												AF206763													AY206757														
Anthotroche pannosa	AJ585866								JF966353										AJ492458																																																																				AY098712																				AJ585006					AY098680														
Atropa komarovii																																													HQ215955															HQ215993																											HQ216082									HQ216038			HQ216118				HQ216154																							
Jaborosa integrifolia									JF966324		AY028148																																AY028130																																												EU580896																							DQ124435		EU581003														
Cestrum fragile	JQ589572																		DQ508662			DQ508559																																																																													JQ594558											DQ508595		DQ508628														
Cestrum parqui	EF439054																		AJ300217																									HM449069	AM233353																					AF495743																																																												
Cestrum glanduliferum	JQ589214																		DQ508664			DQ508561																																																																													JQ594111											DQ508597		DQ508630														
Dicranostyles ampla																										AY100933																			AY100831																																												AY596764										AY101042													AY101151														
Iochroma gesnerioides																			DQ314179																																					EU382083																																							DQ309489																			DQ301534							EU382082					
Iochroma fuchsioides									JF966323										DQ314203																																																																				EU580894								DQ309514																	EU581001		DQ301559												
Nicotiana exigua	AJ585856																		AJ492391																																FN568416																																				AJ585941																				AJ584996					AJ577445														
Nicotiana gossei	AB040018																		AJ492390																																																																				AY098727											GU169286														AY098700														
Nicotiana trigonophylla	AB039997																																																										HM353139																										AY568083		AJ585934																				AJ584989					AJ577438														
Nicotiana quadrivalvis																																																			FN568454		HE962969																										HE962546						AY568084																				DQ158202																					
Nicotiana amplexicaulis	AB040019																		AJ492394																																FN568398																																				AJ585940																				AJ584995					AJ577444														
Porana velutina																										AY100919																			AY100816																																	AY596724																					AY101027													AY101136														
Solanum incurvum																			GQ221551													GQ221522																													GQ221467																																		GQ221603																	GQ221577														
Solanum pascoense																												HM073117	HM072907		HM073330	HM073550																													HM072680																																		AY875489																															
Solanum savanillense																			GQ221556													GQ221528																													GQ221473																																		GQ221608																	GQ221583														
Solanum acroscopicum																			AY875775									HM072965	HM072743			HM073383	HM073169																												HM072509																																																																	
Solanum yungasense																			AY875815									HM073163	HM072959			HM073606	HM073376																												HM072735																																																																	
Solanum lyratum	JF956491																		JQ255432																																																																					GQ434664											JF944453				JQ255438									JQ255443														
Solanum rugosum	JQ589268																		JN542598																																																																				AF500858								DQ169046				JQ594175													DQ180490														
Solanum paucissectum																												HM073126	HM072921		HM073342	HM073565	HM073338																												HM072694																																																																	
Solanum chamaepolybotryon																			GQ221548													GQ221520																													GQ221465																																		GQ221600																	GQ221575														
Solanum flahaultii																												JF832430	HM747626		HM747748	HM747855	HM747753																												JF832416																																																																	
Solanum lasiocarpum												EU292989							AY263457																										AM233135																																																		AY996433												AY998432					AY266256														
Solanum mitlense												EU292987							AY996530																										AM233131																																																		AY996442												AY998442					DQ812108														
Solanum fernandezianum																												HM073055	HM072843		HM073268	HM073480																													HM072608																																							HQ853196																										
Solanum pubescens	JX511979																		HQ721876																																																																												HQ722001				JX511991				JX511985									HQ721940														
Solanum conicum																			GQ221549													GQ221521																													GQ221466																																		GQ221601																	GQ221576														
Solanum praetermissum		JX856296																	HQ721873																																																																												HQ721998				JX856317				JX856338									HQ721937														
Solanum ternatum																			GQ221557													GQ221530																													GQ221474																																		GQ221610																	GQ221584														
Solanum fraxinifolium																			AY996511																																																						EF200599														AF500810								AY996416												AY998415					DQ180465														
Solanum solisii																												HM073146	HM072941		HM073360	HM073586	HM073359																												HM072718																																																																	
Solanum pseudolulo																			AY263459																																																																												AY562964												AY555470					AY266242										DQ539402				
Solanum mite																			GQ221555													GQ221526																													GQ221471																																		GQ221606																	GQ221580														
Solanum huancabambense																												HM073063	HM072849			HM073488	HM073276																												HM072615																																							HQ853199																										
Solanum mochiquense																												HM073093	HM072889		HM073308	HM073530	HM073312																												HM072651																																																																	
Solanum marginatum	EF439062																		AY996528																										AM233118																																																		AY996440												AY998439					EU176148														
Solanum tundalomense																			AY875786									HM747566	HM747688		HM747801	HM747912																													HM747433																																																																	
Solanum dasyphyllum	EF439020																		AY996504																										AM233143																																																		AY996406												AY998405					EU176139														
Solanum oxycarpum																			AY875790									HM747547	HM747672			HM747892	HM747782																												HM747407																																																																	
Solanum angustialatum																																GQ221519																													GQ221464																							GQ221547											GQ221599																	GQ221574														
Solanum dolichocremastrum																												HM073049	HM072840		HM073253	HM073466	HM073252																												HM072594																																																																	
Solanum multiinterruptum																			AY875776									HM073113	HM072904			HM073547	HM073328																												HM072676																																																																	
Solanum scabrifolium																			AY875771									HM073134	HM072932			HM073574	HM073348																												HM072707																																																																	
Solanum ambosinum																			AY875829									HM072977	HM072757			HM073395	HM073181																												HM072523																																																																	
Solanum schlechtendalianum	JQ589274																		JN542599																																																																				AF500861								DQ169047				JQ594182													DQ180491														
Physalis longifolia																			AY665901																																																																											AF374425	AY665958																								AF374430	AF281195	AF374428					
Maripa repens																										AY100936																			AY100834																																												AY596765										AY101045													AY101154														
Exodeconus miersii	EF438986								JF966318																																				AM233348																																										EU580880											AY741486														EU580991														
Operculina pteripes																			GQ388263							AY100881																			AY100777																																									EU192105													AY100986													AY101095														
Physochlaina praealta																																													HQ215981															HQ216023																											HQ216107									HQ216068			HQ216142				HQ216182																							
Petunia scheideana	AB262070																																								AB244238																																																													AY772866	DQ792138				DQ792458					AY772840														
Petunia secreta											AY772857																																																																																											AY772864	AY772895	AY772831								AY772845														
Petunia exserta	AB262058																																								AB244229																																																								DQ225586						DQ225689				DQ225425					AY772843														
Schizanthus hookeri	EF439052																		DQ299447																	FJ850170									AM233295																																																		DQ299423																		DQ299435													
Astripomoea malvacea																			AF309166							AY100863																			AY100756																																	AY596710																					AY100965													AY101074														
Iseia luxurians																										AY100896																			AY100792																																	AY596716											AY596749										AY101001													AY101110														
Anthocercis intricata	AJ585861																																																																														FN561723								AY098707								FN562160												AJ585001					AY098674														
Calibrachoa sellowiana											AY772858																																AY772938																																																						JN565764						AY772926	AY772832			JN565841					AY772847														
Stictocardia tiliifolia																			AF309155							AY100868																			AY100761																																													AF309137									AY100970													AY101079						HQ875568								
Lycium deserti																																													FJ914153															EU742373																											EU742305								EU051859	EU742509			FJ914172				EU742441																							
Lycium exsertum											AY028156								AF238994																				FJ444910				AY028138																																																				DQ124522															DQ124460		DQ124583														
Merremia peltata																										AY100885																			AY100781																																	AY596714											AY596747										AY100990													AY101099														
Merremia vitifolia																										AY100876																			AY100772																																	AY596713											AY596746										AY100981													AY101090														
Erycibe hellwigii																										AY100938																			AY100836																																	AY596732											AY596766										AY101047													AY101156														
Erycibe glomerata																										AY100939																			AY100837																																	AY596733											AY596767										AY101048													AY101157														
Cuscuta lupuliformis	EU330284									EU330256									AY554404																																																							AY558838																									EU330278													AJ428058														
Cuscuta campestris										EU330248									EF194665																																																																																EU883476									EU883527				EF194450					AJ401353									
Cuscuta nitida	EU330280						EU330233			EU330252									DQ924573																																																																																EU330275													EF202558														
Seddera hirsuta																										AY100905																			AY100801																																	AY596720											AY596753										AY101010													AY101119														
Nolana mollis																																																												EU742412																								AB019314			EU742344	AB019974							EU051864	EU742548							EU742480																							
Nolana coronata																		FJ914131																																										FJ914201																								AB019300			FJ914018	AB019960								FJ914055							FJ914084																							
Nolana tocopillensis																		EU742193																																										EU742432																								AB019325			EU742364	AB019985								EU742568							EU742500																							
Nolana villosa																																																												EU742435																								AB019326			EU742367	AB019986							EU051830	EU742571							EU742503																							
Nolana ivaniana																		EU742272																											JQ627172															EU742404																											EU742336									EU742540							EU742472																							
Nolana flaccida																																																												EU742396																								AB019305			EU742328	AB019965							EU051841	EU742532							EU742464																							
Lycianthes biflora	EF438838											EU292965																																	AM233339																																										DQ667552						EF395137																			EU581015											EF395187			
Lycianthes heteroclita	JQ589231																		AF244709																															AF397091																																					U72756								AF397113				JQ594129													DQ180414														
Brugmansia arborea	GQ434219							GQ436149			GQ434670																																																																																								JN244363				JN244380																							
Bouchetia anomala											AY772859								AY560042																								AY772939																																								AY538157																				AY772928	AY772833								AY772881														
Hyoscyamus turcomanicus									JF966286																																				HQ215965															HQ216003																											HQ216092									HQ216048			HQ216126				HQ216164																							
Hyoscyamus pusillus									JF966291																																				HQ215964															HQ216002																											HQ216091									HQ216047							HQ216163									EU580998														
Wilsonia backhousei																			DQ219868							AY100915																			AY100812																																												AY596756										AY101021													AY101130														
Stylisma patens																										AY100913																			AY100810																																	AY596722											AY596755										AY101019													AY101128														
Rapona tiliifolia																										AY100927																			AY100824																																	AY596727											AY596761										AY101035													AY101144														
Cestrum aurantiacum		JX856290																	DQ508656			DQ508552																																																																													JX856311				JX856332							DQ508588		DQ508622														
Tetralocularia pennellii																										AY100898																			AY100794																																	AY596718											AY596751										AY101003													AY101112														
Odonellia hirtiflora																										AY100897																			AY100793																																	AY596717											AY596750										AY101002													AY101111														
Poranopsis paniculata																										AY100942																			AY100839																																	AY596734											AY596768										AY101051													AY101160														
Hildebrandtia valo																										AY100899																			AY100795																																	AY596719											AY596752										AY101004													AY101113														
Neuropeltis acuminata																										AY100925																			AY100822																																	AY596726											AY596760										AY101033													AY101142														
Nicotiana mutabilis																																																			FN568439		FN561643	FN561928																									FN561692																FN562126																															
Porana commixta																										AY100946																			AY100843																																	AY596736											AY596770										AY101055													AY101164														
Solanum cantense																												HM073039	HM072825		HM073245	HM073463																													HM072589																																																																	
Solanum pyracanthum																			AY996546																																																																				AF500854								AY996459												AY998460					DQ180408										HQ853404				
Solanum candidum	JQ589243																		AY263456																																																																				AF224072								AY562953				JQ594148								AY555459					AY266250														
Solanum longiconicum																			AY875789		FJ155433							HM747510	HM747638			HM747864	HM747761																												HM747370																																																																	
Solanum arboreum	JQ589240																		AF244719																																																																				U47417								AY996381				JQ594140								AY998380					DQ180424														
Solanum vespertilio	EF439037																		AF244727																										AM233126																																										AF224070								AY996476												AY998477					DQ180413														
Solanum viarum	GU135073																		JQ638805																																																																												AY562973				GU135237				GU135408				AY555480					AY559243														
Solanum immite																			AY875774		FJ155425							HM073078	HM072866			HM073510	HM073291																												HM072633																																																																	
Solanum mauritianum	EF439031											EU292988																																	AM233132																																										AF500843								DQ169037				HM850366													DQ180487														
Solanum paucijugum																					FJ155449							HM073119	HM072910		HM073332	HM073558	HM073334																												HM072684																																																																	
Solanum mammosum		JX856300																	AF244721																																																																				AF224074								AY996438				JX856321								AY998437					AY266232														
Solanum aviculare																			AF244743																														X63310	AF397077																																					U47418								AY562952												AY555458					DQ855060														
Solanum lepidotum	GQ982099																		JN542590																																																																				AF500838								DQ169035				GQ981879				GQ982367									DQ180486														
Solanum chilliasense																												HM072987	HM072768			HQ642626	HM073192																												HM072534																																																																	
Solanum gandarillasii																					FJ155422							HQ642489	HQ642325			HQ642658																													HQ642160																																																																	
Solanum furfuraceum	EF439023																		AY996512																										AM233140																																										AF500829								AY996417												AY998416					DQ180401														
Solanum ehrenbergii																			AY875762		FJ155416																																																																										AY875444					HQ853193											AF447420															
Solanum cordovense	JQ589248																		AF244717																																																																				U72751								AY996401				JQ594150								AY998400					DQ180480														
Solanum atropurpureum	EF439040											EU292984							AY561264																										AM233150																																																		AY562951												AY555457					AY559237														
Solanum anguivi	JX511977																		HQ721838																																																																												HQ721962				JX511989				JX511983				AY998379					HQ721900														
Solanum chiquidenum																												HQ642459	HM072800		HM073225	HM073442																													HQ642129																																																																	
Solanum ferocissimum	EF439022																		AY996510																										AM233141																																										AF500827								AY996415												AY998414					DQ180400														
Solanum tuquerrense																					FJ155472							HM073155	HM072951		HM073370	HM073598	HM073369																												HM072729																																																																	
Solanum uleanum																			GQ221560													GQ221534																													GQ221479																										AF500870								GQ221613																	GQ221588														
Solanum trizygum																			GQ221558													GQ221531																													GQ221477																										U72754								GQ221612																	GQ221586														
Solanum cajamarquense																												HM073028	HQ642297			HQ642630	HM073233																												HM072578																																																																	
Physalis coztomatl	EF438951											EU292957							AY665888																										AM233318																																																EF395165		AY665961																												EF395214			
Physalis acutifolia	EF438820											EU292855							AY665876																										AM233322																																																EU292997		AY665941																												EU292995			
Physalis nicandroides	EF438989											EU292887							AY665912																										AM233301																																																EF395150		AY665945																												EF395223			
Physalis viscosa	EF438960											EU292861							AY665870																										AM233304																																																EF395151		AY665957																												EF395206			
Physalis pruinosa	EF438926											EU292923							AY665915																										AM233227																																																EF395153		AY665949																												EF395210			
Salpiglossis sinuata	EF439055																																												AM233297																																										U08928												U08618										AF347655			AY206730											EF395201			
Petunia littoralis	AB262064																		DQ208092																						AB244232																																																													AY772865	AY772901				DQ208027					AY772874														
Eriolarynx lorentzii																			DQ314171																																					EU382075																															EU580879								AY665920																	EU580990		DQ301526							EU382074					
Ipomoea tiliacea						EU192909													DQ355321							AY100859																			AY100752													AY178812																																									AY100961													AY101070				AF256638										
Bonamia media																			DQ219867							AY100922																			AY100819																																	AY596725											AY596759										AY101030													AY101139														
Nierembergia scoparia											AY772860								AY560040																								AY772940																																								AY538153																FJ911662				AY772930	AY772834								AY772850														
Lycium sandwicense	AB036646										AY028160																																AY028142																																												EU580909								DQ124538				AB051023											DQ124478		AB036617														
Lycium fremontii											AY028159								AF238995																				FJ444911				AY028141																			FJ444886																																	DQ124525															DQ124462		DQ124586														
Lycium europaeum	AB036639																																	HM194989		HM194969																										HM194950																																	EF137773								HM195009									AB036552														
Lycium yunnanense																			JQ320157						HM195042									HM194999		HM194979																										HM194960																																	HM194922								HM195019																							
Lycium truncatum																			JQ320154						HM195040									HM194996		HM194975																										HM194957																																	HM194920								HM195016																							
Cuscuta reflexa	EU330285									EU330257									AY558823																																																							AY558843																																						AY558859					AJ278626									
Cuscuta sandwichiana																			EU288358							AY100953																			AY100845																																																						AY101057													EU288333														
Juanulloa mexicana									JF966325																																																																														U08919											AY741496	U08612										AF347647			EU581008										DQ539404				
Nolana scaposa																		EU742273																																										EU742424																								AB019320			EU742356	AB019980							EU051829	EU742560							EU742492																							
Nolana pilosa																		FJ914118																											JQ627175															FJ914195																											FJ914012								EU051851	FJ914049							FJ914078																							
Nolana diffusa																		EU742195																																										EU742392																								AB019302			EU742324	AB019962							EU051907	EU742528							EU742460																							
Nolana sessiliflora																		EU742300																											FJ914149															FJ914182																											FJ913999								EU051903	FJ914036			FJ914168				EU742494																							
Nolana divaricata																		EU742205																																										EU742393																								AB019303			EU742325	AB019963							EU051844	EU742529							EU742461																							
Nolana crassulifolia																		EU742204																																										EU742391																								AB019301			EU742323	AB019961							EU051869	EU742527							EU742459																							
Nolana carnosa																		EU742287																																										EU742384																								AB019296			EU742316	AB019956							EU051892	EU742520							EU742452																							
Nolana laxa																		EU742262																											JQ627174															EU742407																											EU742339								EU051897	EU742543							EU742475																							
Nolana plicata																		FJ914129																											JQ627176															FJ914200																											FJ914017								EU051899	FJ914054							FJ914083																							
Nolana clivicola																		EU742259																																										EU742388																								AB019298			EU742320	AB019958							EU051862	EU742524							EU742456																							
Nolana tomentella																		EU742243																											FJ914150															EU742433																											EU742365								EU051894	EU742569			FJ914169				EU742501																							
Nolana baccata																		EU742297																											FJ914146															EU742382																											EU742314								EU051865	EU742518			FJ914165				EU742450																							
Nolana pterocarpa																		EU742298																																										EU742419																								AB019316			EU742351	AB019976							EU051833	EU742555							EU742487																							
Nolana inflata																		EU742266																																										EU742402																								AB019311			EU742334	AB019971							EU051877	EU742538							EU742470																							
Nolana cerrateana																		EU742237																																										EU742385																								AB019297			EU742317	AB019957							EU051850	FJ914050							FJ914079																							
Nolana thinophila																		EU742222																																										EU742431																								AB019324			EU742363	AB019984							EU051835	EU742567							EU742499																							
Nolana salsoloides																		EU742194																																										EU742423																								AB019319			EU742355	AB019979							EU051853	EU742559							EU742491																							
Nolana gayana																		EU742256																																										EU742398																								AB019307			EU742330	AB019967							EU051846	EU742534							EU742466																							
Nolana incana																		EU742206																																										EU742401																								AB019310			EU742333	AB019970							EU051845	EU742537							EU742469																							
Nolana johnstonii																		EU742253																											JQ627173															EU742405																											EU742337								EU051861	EU742541							EU742473																							
Nolana rupicola																		EU742292																											JQ627177															EU742422																											EU742354								EU051868	EU742558							EU742490																							
Nolana ramosissima																		EU742196																																										EU742420																								AB019317			EU742352	AB019977							EU051837	EU742556							EU742488																							
Nolana sedifolia																		EU742203																																										EU742425																								AB019321			EU742357	AB019981							EU051843	EU742561							EU742493																							
Nolana arenicola																		EU742279																																										EU742379																								AB019294			EU742311	AB019954							EU051904	EU742515							EU742447																							
Nolana lycioides																		EU742233																																										FJ914204																								AB019313			EU742343	AB019973							EU051831	FJ914058							FJ914087																							
Nolana stenophylla																		FJ914110																																										EU742429																								AB019323			EU742361	AB019983							EU051834	EU742565							EU742497																							
Nolana peruviana																		EU742209																																										EU742417																								AB019315			EU742349	AB019975							EU051909	EU742553							EU742484																							
Nolana aplocaryoides																		EU742192																																										EU742378																								AB019293			EU742310	AB019953							EU051849	EU742514							EU742446																							
Nolana leptophylla																		EU742211																																										EU742408																								AB019312			EU742340	AB019972							EU051842	EU742544							EU742476																							
Anisodus carniolicoides																																													HQ215951															HQ215988																								AY478401			HQ216078	AY478415								HQ216033			HQ216114				HQ216149																							
Convolvulus assyricus																										AY100890																			AY100786																																												AY596748										AY100995													AY101104														
Withania frutescens	EF438824							EU531660											DQ455561																										AM233103				DQ368399																																												FN179193						DQ368401																								FN179247			
Nicotiana maritima	AJ585884																		AJ492404																																FN568434		HE962993																										HE962567								AJ585945																				AJ585025					AJ577451														
Nicotiana rotundifolia	AJ585886																		AJ492406																																FN568459		HE962998																										HE962570								AJ585947																				AJ585027					AJ577453														
Nicotiana excelsior																			AJ492399																																FN568414		HE962988																										HE962561								AY098725																									AY098698														
Nicotiana occidentalis	AJ585889																		AJ492417																																FN568446		HE962997																										HE962569								AJ585950																				AJ585030					AJ577456														
Solanum avilesii																			AY875799									HQ642451	HQ642288			HQ642621																													HQ642119																																		AY875435																															
Solanum arachnidanthum																			GU591057											HQ457320				HQ457242		HQ457203																																	HQ457281	HQ457359																									GU591109																	GU590998														
Solanum phureja															AY743929					AF331061			GU338337																																																					HE681649																																			AF447436															
Solanum laxissimum																			AY875791	AJ226048								HM073092	HM072882			HM747872	HM073303																												HM072646																																																		AF447427															
Solanum asterophorum																			GU591059											HQ457322				HQ457244		HQ457205																																	HQ457283	HQ457361																									GU591111																	GU591000														
Solanum hypacrarthrum																												HM073066	HM072857		HM073277	HQ642659	HM073281																												HM072617																																																																	
Solanum caricifolium																			GU591064											HQ457327				HQ457249		HQ457210																																	HQ457288	HQ457366																									GU591116																	GU591006														
Solanum albidum																			GU591056											HQ457319				HQ457241		HQ457202																																	HQ457280	HQ457358																									GU591108																	GU590997														
Solanum limbaniense																												HQ642542	HQ642370		HM073301	HM747869	HM747766																												HM747375																																																																	
Solanum moxosense																			GU591081											HQ457345				HQ457267		HQ457228																																	HQ457306	HQ457384																									GU591132																	GU591029														
Solanum ensifolium																														HQ457334				HQ457256		HQ457217																																	HQ457295	HQ457373													FJ349583																FJ349560								FJ349601																			
Solanum wrightii	EF439038	JX856298																	GQ480731																										AM233125																																																		GQ480733				JX856319				JX856340									GQ480732														
Solanum donianum																			GU591069											HQ457332				HQ457254		HQ457215																																	HQ457293	HQ457371																									GU591121																	GU591013														
Solanum monachophyllum																			GU591079											HQ457344				HQ457266		HQ457227																																	HQ457305	HQ457383																									GU591130																	GU591027														
Solanum moscopanum																												HQ642549	HM747653		HM747776	HM747875																													HQ642214																																		AY953463																															
Solanum poinsettiifolium																			GU591086											HQ457349				HQ457271		HQ457232																																	HQ457310	HQ457388																									GU591137																	GU591036														
Solanum piluliferum																			HQ457398											HQ457348				HQ457270		HQ457231																																	HQ457309	HQ457387																									HQ457417																	HQ457407														
