Ixora finlaysoniana																										EF205643																																																AY555085																																																																									FJ150460						
Ixora emirnensis																										FJ150633																																																FJ150557																																																																									FJ150455						
Ixora moorensis																										EU817441																																																EU817462																																																																									FJ150478						
Ixora kuakuensis																										FJ150642																																																FJ150565																																																																									FJ150471						
Ixora hookeri																										EU817444																																																EU817468																																																																									FJ150468						
Ixora pavetta																										FJ150653																																																FJ150576																																																																									FJ150485						
Ixora cauliflora																										FJ150624																																																FJ150548																																																																									FJ150445						
Ixora setchellii																										FJ150659																																																FJ150582																																																																									FJ150494						
Ixora iteophylla																										FJ150640																																																FJ150563																																																																									FJ150469						
Ixora brunonis																										EU817446																																																EU817470																																																																									FJ150443						
Ixora peruviana																										FJ150655																																																FJ150578																																																																									FJ150487						
Ixora jourdanii																										FJ150641																																																FJ150564																																																																									FJ150470						
Ixora vieillardii																										FJ150682																																																FJ150606																																																																									FJ150527						
Ixora foliosa																										FJ150635																																																FJ150560																																																																									FJ150462						
Ixora nematopoda																										FJ150649																																																FJ150572																																																																									FJ150481						
Ixora aluminicola																										FJ150617																																																FJ150541																																																																									FJ150439						
Ixora siphonantha																										FJ150661																																																FJ150583																																																																									FJ150495						
Ixora yaouhensis																										FJ150683																																																FJ150607																																																																									FJ150528						
Ixora marquesensis																										FJ150645																																																FJ150568																																																																									FJ150475						
Ixora oligantha																										FJ150652																																																FJ150575																																																																									FJ150484						
Ixora mocquerysii																										FJ150647																																																FJ150570																																																																									FJ150477						
Ixora pelagica																										FJ150654																																																FJ150577																																																																									FJ150486						
Otiophora pycnostachys																										AM266838																																																AM266927		AM267014																																																																													
Otiophora calycophylla																										AM266831																																																AM266920		AM267007																																																																													
Otiophora villicaulis																										AM266841																																																AM266929		AM267016																																																																													
Otiophora lebruniana																										AM266833																																																AM266922		AM267009																																																																													
Otiophora pauciflora																										AM266837																																																FN376351		FN376363																																																																													
Otiophora perrieri																										FN376349																																																FN376353		FN376364																																																																													
Otiophora parviflora																										AM266835																																																AM266924		AM267011																																																																													
Otiophora multicaulis																										AM266834																																																AM266923		AM267010																																																																													
Otiophora caerulea																										AM266830																																																AM266919		AM267006																																																																													
Otiophora angustifolia																										AM266829																																																AM266918		AM267005																																																																													
Otiophora cupheoides																										AM266832																																																AM266921		AM267008																																																																													
Tapiphyllum velutinum																				AM117281																																																						AJ620178		AJ315098																																																																													
Morinda badia																																						JN045477																																						JF977041																																																																									JF954625				
Morinda geminata																																																																										FJ907004		FJ907067																																																												GQ463273																	
Morinda reticulata																																																																										JN180307		FJ907044																																																																									JN180303				
Morinda celebica																																																																										FJ906991		FJ907054																																																												GQ463262																	
Morinda morindoides																																																																										FJ907013		FJ907075																																																												GQ463278																	
Morinda coreia																																																																										FJ907001		FJ907064																																																												GQ463271																	
Morinda pedunculata																																																																										FJ907016		FJ907077																																																												GQ463279																	
Morinda moaensis																										AF002740																																																FJ907011																																																														GQ463277																	
Morinda titanophylla																																																																										FJ907031		FJ907092																																																												GQ463282																	
Morinda latibracteata																																																																										FJ907008		FJ907071																																																												GQ463274																	
Morinda longiflora																																																																										FJ907009		FJ907049																																																												GQ463275																	
Morinda scabrida																																																																										GQ463256		GQ463250																																																												GQ463281																	
Morinda royoc																																																																										FJ907019		AF333845																																																												GQ463280																	
Morinda elliptica																																																																										FJ907003		FJ907066																																																												GQ463272																	
Morinda lucida																																																																										FJ907010		FJ907073																																																												GQ463276																	
Morinda buchii																																																																										FJ906992		FJ907055																																																												GQ463264																	
Morinda hainanensis																																						JN045485																																						JF977046																																																																									JF954632				
Lathraeocarpa acicularis																										EU642522																																																EU642533	EU642517																																																																														
Dischidia hirsuta																																																																										DQ334531	DQ334573																																								HQ327669																																						
Hintonia standleyana																										AF242966																																																AF152695		AM182213																																																																													
Hintonia latiflora																										GQ852402																																																GQ852514		AM182214																																																																													
Crucianella sintenisii															GU357264		GU357391																																																									GU357134																																																																															
Crucianella chlorostachys															GU357266		GU357393																																																									GU357136																																																																															
Crucianella filifolia																GU357263	GU357390																																																									GU357133																																																																															
Rubia florida																GU357309	GU357437																																																									GU357180																																																																															
Rubia oncotricha																GU357311	GU357439																																																									GU357182																																																																															
Rubia horrida																GU357312	GU357440																																																									GU357183																																																																															
Jaeschkea oligosperma																																																																										AF102444		AJ294693			AJ388241																																																																										
Jaeschkea microsperma																																																																										AJ315195		AJ318543																																		AJ315289																																											
Jaeschkea canaliculata																																																																										AJ408010		AJ306089			AJ408024																																																																										
Wrightia arborea																																																		AJ133220																								EF456164																																																		DQ660745																													
Houstonia micrantha																																																						DQ012707																				DQ012839																DQ012775																																																															
Periploca laevigata																																																																		DQ916899								DQ916882		DQ916858																																																																													
Comastoma tenellum																																																																										GQ244818		AJ306110			AJ388218																																																																										
Comastoma traillianum																																																																										AJ315186		AJ410313																																		AJ315280																																											
Comastoma cyananthiflorum																																																																										AJ407999		Z48143			AJ406353																																																																										
Polysphaeria macrophylla																																																																										FM177172	DQ131765																						FM177150																																																								
Asclepias fascicularis		EU675561	EU675599																																																																							AM295737																																																																															
Asclepias linaria		GQ304317	GQ304434																																																																							AM295745																																																																															
Asclepias gibba		GQ304292	GQ304409																																																																							AM295742																																																																															
Asclepias cutleri		GQ304298	GQ304415																													JN665086																																																																																																																									
Asclepias praemorsa		GQ304294	GQ304411																																																																							AM295717																																																																															
Asclepias subulata		EU675546	EU675584																													JN665093																																																																																																																									
Asclepias masonii		GQ304301	GQ304418																													JN665090																																																																																																																									
Asclepias leptopus		GQ304299	GQ304416																													JN665087																																																																																																																									
Asclepias longifolia		GQ304310	GQ304427																																																																							AM295748																																																																															
Asclepias subaphylla		GQ304303	GQ304420																													JN665092																																																																																																																									
Asclepias macrotis		GQ304349	GQ304465																													JN665089																																																																																																																									
Asclepias coulteri		GQ304350	GQ304466																													JN665084																																																																																																																									
Asclepias albicans		GQ304302	GQ304419																													JN665083																																																																																																																									
Asclepias mellodora		GQ304354	GQ304470																																																																							AY163665																																																																															
Dictyandra arborescens																				AJ286708						AM117300																																																	DQ131723																																																																														
Spiradiclis bifida																										EU145511																																																EU145565		EU145379																																																																													
Centaurium favargeri																																																																										AY251754		AY251670				AY251700																																																																									
Centaurium barrelieri																																																																										AY879967		AY879806				AY879856																																																																									
Centaurium centaurioides																																																																										AY879971		AY879810				AY879861																																																																									
Centaurium uliginosum																																																																										AY880013		AY879854				AY879905																																																																									
Centaurium suffruticosum																																																																										AY880004		AY879845				AY879896																																																																									
Centaurium bianoris																																																																										DQ166314		DQ166283				AY879858																																																																									
Centaurium mairei																																																																										AY879926		AY047790				AY879875																																																																									
Centaurium malzacianum																																																																										AY879989		AY879832				AY879879																																																																									
Centaurium somedanum																																																																										JX124320		JX124297				JX124312																																																																									
Centaurium gypsicola																																																																										AY251755		AY251671				AY251701																																																																									
Centaurium majus																																																																										AY879986		AY879827				AY879878																																																																									
Centaurium cachanlahuen																																																																										AY251787		AY251695				AY251725																																																																									
Centaurium chloodes																																																																										AY879972		AY879811				AY879862																																																																									
Centaurium serpentinicola																																																																										AY880000		AY879841				AY879892																																																																									
Centaurium turcicum																																																																										AY880009		AY879851				AY879903																																																																									
Hoya albiflora																																																																										DQ334555		DQ334493																																							HQ327647																																						
Hoya bilobata																																	AF506153																																									DQ334554																																									HQ327678																																						
Hoya curtisii																																	AF506159																																									DQ334544																																									HQ327687																																						
Hoya multiflora																																	AF506168																																									DQ334552																																									HQ327629																																						
Hoya kerrii																																	AF506163																																									DQ334533																																									HQ327624																																						
Hoya australis																																	AF506151																																									AF214367																																									HQ327631																																						
Fadogiella stigmatoloba																																																																										AJ620141		AJ315100																																																																						FN386401							
Lagenias pusillus																																																																										FJ014004		FJ666015																																																																								FJ014124					
Asemnantha pubescens																										AF242912																																																AF152713		GQ852106																																																																													
Cycladenia humilis																						GU901335																																																				AF214341																									EF456397																																																						
Janotia macrostipula																				AJ346982						AM117322																																																AJ346928																																																																															
Psilanthus brassii																																																																										FR832854		FR832870																					FR828683																																																								
Chomelia angustifolia																				GQ852315						GQ852385																																																GQ852478																																																																															
Hayataella michelloides																																																																											AB247242	AB247340																																																																									AB247251				
Isertia hypoleuca																										AF004059																																																AF152688		DQ448608																																																																													
Isertia rosea																										DQ448605																																																	DQ131743	DQ448611																																																																													
Cruciata pedemontana																GU357240	GU357368																																																									GU357110																																																																															
Cruciata taurica																GU357238	GU357366																																																									GU357108																																																																															
Macroditassa adnata																																																																		JN574538								JN574639																																									JN574591																																						
Cryptolepis capensis																																																																		DQ916889								DQ916871		DQ916839																																																																													
Cryptolepis buchananii																																																																		DQ916888								DQ916870		DQ916838																																																																													
Cryptolepis oblongifolia																																																																		DQ916890								AF214422		DQ916842																																																																													
Camptocarpus mauritianus																																																																		DQ916887								AJ581796		AJ581677																																																																													
Fadogia ancylantha																																																																										AJ620136		AJ315103																																																																						FN386393							
Fadogia stenophylla																																																																										AJ875117		FN386378																																																																						FN386397							
Fadogia arenicola																																																																										AJ874943		AJ874981																																																																						FN386394							
Fadogia triphylla																																																																										AJ874944		AJ874982																																																																						FN386399							
Fadogia verdcourtii																																																																										AJ620140		AJ315116																																																																						FN386400							
Triainolepis arcuata																										AM266895																																																AM266981		AM267065																																																																													
Triainolepis tomentella																										AM266900																																																AM266986		AM267069																																																																													
Triainolepis africana																										AF129276																																																AM266984		AM267066																																																																													
Rhabdadenia biflora																						GU901384																																																				EF456150																									EF456388																																																						
Rhabdadenia pohlii																						GU901386																																																				EF456213																									EF456480																																																						
Sebaea microphylla																																																																										FJ014000	FJ014071	FJ665988																																																																													
Sabicea panamensis																				JQ593893																																																						AM409156																																																																											JQ589058				
Stipecoma peltigera																						GU901394																																																				EF456193																									EF456478																																																						
Sabatia dodecandra																															AY256388																																											AY255697		AY256383																																																																													
Sabatia campestris																															AY256387																																											AY255696		AY256382																																																																													
Sabatia stellaris																															AY256389																																											AY255698		AY256384																																																																													
Phyllopentas ulugurica																										AM266891																																																AM266977		AM267061																																																																													
Phyllopentas mussaendoides																										AM266880																																																AM266967		AM267052																																																																													
Phyllopentas concinna																										AM266868																																																AM266956		AM267041																																																																													
Phyllopentas schumanniana																										AM266888																																																AM266974		AM267059																																																																													
Phyllopentas tenuis																										AM266890																																																AM266976		AM267060																																																																													
Phyllopentas elata																										AM266870																																																AM266958		AM267043																																																																													
Phyllopentas schimperiana																										AM266887																																																AM266973		AM267058																																																																													
Mitragyna inermis																										GQ852412																																																AJ346932	DQ131751																																																																														
Macrocnemum jamaicense																										FJ884661																																																FJ948399																																																																											FJ905367				
Pertusadina hainanensis																				AJ347002																																																						AJ346948																																																																											HQ427346				
Barjonia chlorifolia																																																																		JN574510								AY163667																																									JN574558																																						
Barjonia erecta																																																																		JN574511								JN574617																																									JN574559																																						
Barjonia harleyi																																																																		JN574512								JN574619																																									JN574561																																						
Chazaliella abrupta																																						JX155217																																				JX155055		AF072012																																																																													
Petalostelma sarcostemma																																																																		JN574557								AJ428787																																									JN574615																																						
Petalostelma martianum																																																																		JN574556								JN574648																																									JN574614																																						
Blepharodon pictum																																																																		JN574516								AY163669																																									JN574567																																						
Blepharodon costae																																																																		JN574514								JN574623																																									JN574565																																						
Blepharodon ampliflorum																																																																		JN574513								JN574621																																									JN574563																																						
Blepharodon manicatum																																																																		JN574515								JN574624																																									JN574566																																						
Hemidesmus indicus																																																																		DQ916895								DQ916877		DQ916851																																																																													
Latouchea fokienensis																																																																										AJ315196		AJ318544																																		AJ315290																																											
Sukunia longipes																				Z68842						AF201022																																																AF201068																																																																															
Telosma cordata																																																																										AF102493																									DQ660810																									DQ660741																													
Rothmannia fischeri																				JF265576																																																						AF201062																																																																											JF270919				
Saccifolium bandeirae																																				HQ384646																																						AJ242608																		HQ384760																																																													
Coussarea ilheotica																										AM900597																																																HM042586		HM042454																																																																													
Spermadictyon suaveolens																										DQ662219																																																DQ662171		FJ695468																																																																													
Schenkia australis																																																																										AY315702		AY251678	AY251676																																																																												
Tabernaemontana salzmannii																																																																																		GU974149																	GU974236												GU974320																																										
Tabernaemontana humblotii																																																																																		GU974127																	GU974215												GU974299																																										
Tabernaemontana aurantiaca																																																																																		GU974101																	GU974191												GU974275																																										
Tabernaemontana brachyantha																																																																																		GU974102																	GU974192												GU974276																																										
Tabernaemontana stellata																																																																																		GU974156																	GU974243												GU974327																																										
Tabernaemontana divaricata																																																																																		GU974120																	GU974208												GU974292																																										
Tabernaemontana peduncularis																																																																																		GU974142																	GU974229												GU974313																																										
Tabernaemontana muricata																																																																																		GU974137																	GU974225												GU974309																																										
Tabernaemontana cymosa																																																																																		GU974118																	GU974206												GU974290																																										
Tabernaemontana crassa																																																																																		GU974114																	GU974202												GU974286																																										
Tabernaemontana markgrafiana																																																																																		GU974135																	GU974223												GU974307																																										
Tabernaemontana sphaerocarpa																																																																																		GU974155																	GU974242												GU974326																																										
Tabernaemontana pandacaqui																																																																																		GU974140																	GU974227												GU974311																																										
Tabernaemontana cerifera																																																																																		GU974107																	GU974195												GU974279																																										
Tabernaemontana heterophylla																																																																																		GU974126																	GU974214												GU974298																																										
Tabernaemontana ciliata																																																																																		GU974108																	GU974196												GU974280																																										
Tabernaemontana phymata																																																																																		GU974145																	GU974232												GU974316																																										
Tabernaemontana persicariifolia																																																																																		GU974144																	GU974231												GU974315																																										
Tabernaemontana sessilifolia																																																																																		GU974152																	GU974239												GU974323																																										
Tabernaemontana macrocarpa																																																																																		GU974134																	GU974222												GU974306																																										
Tabernaemontana mocquerysi																																																																																		GU974136																	GU974224												GU974308																																										
Tabernaemontana cuspidata																																																																																		GU974117																	GU974205												GU974289																																										
Tabernaemontana eusepala																																																																																		GU974123																	GU974211												GU974295																																										
Tabernaemontana hystrix																																																																																		GU974128																	GU974216												GU974300																																										
Tabernaemontana letestui																																																																																		GU974131																	GU974219												GU974303																																										
Tabernaemontana pauciflora																																																																																		GU974141																	GU974228												GU974312																																										
Tabernaemontana penduliflora																																																																																		GU974143																	GU974230												GU974314																																										
Tabernaemontana eglandulosa																																																																																		GU974121																	GU974209												GU974293																																										
Tabernaemontana coffeoides																																																																																		GU974110																	GU974198												GU974282																																										
Tabernaemontana crispa																																																																																		GU974116																	GU974204												GU974288																																										
Tabernaemontana glandulosa																																																																																		GU974125																	GU974213												GU974297																																										
Tabernaemontana alba																																																																																		GU974095																	GU974186												GU974270																																										
Tabernaemontana solanifolia																																																																																		GU974154																	GU974241												GU974325																																										
Tabernaemontana coriacea																																																																																		GU974113																	GU974201												GU974285																																										
Tabernaemontana contorta																																																																																		GU974112																	GU974200												GU974284																																										
Tabernaemontana rupicola																																																																																		GU974148																	GU974235												GU974319																																										
Tabernaemontana lorifera																																																																																		GU974132																	GU974220												GU974304																																										
Tabernaemontana retusa																																																																																		GU974147																	GU974234												GU974318																																										
Tabernaemontana crassifolia																																																																																		GU974115																	GU974203												GU974287																																										
Tabernaemontana vanheurckii																																																																																		GU974158																	GU974245												GU974329																																										
Tabernaemontana columbiensis																																																																																		GU974111																	GU974199												GU974283																																										
Tabernaemontana sananho																																																																																		GU974151																	GU974238												GU974322																																										
Tabernaemontana flavicans																																																																																		GU974124																	GU974212												GU974296																																										
Tabernaemontana macrocalyx																																																																																		GU974133																	GU974221												GU974305																																										
Tabernaemontana arborea																																																																																		GU974098																	GU974188												GU974272																																										
Tabernaemontana angulata																																																																																		GU974097																	GU974187												GU974271																																										
Tabernaemontana africana																																																																																		GU974094																	GU974185												GU974269																																										
Tabernaemontana ventricosa																																																																																		GU974159																	GU974246												GU974330																																										
Tabernaemontana calcarea																																																																																		GU974104																	GU974193												GU974277																																										
Tabernaemontana sambiranensis																																																																																		GU974150																	GU974237												GU974321																																										
Tabernaemontana inconspicua																																																																																		GU974129																	GU974217												GU974301																																										
Tabernaemontana psorocarpa																																																																																		GU974146																	GU974233												GU974317																																										
Tabernaemontana laeta																																																																																		GU974130																	GU974218												GU974302																																										
Tabernaemontana capuronii																																																																																		GU974105																	GU974194												GU974278																																										
Tabernaemontana odoratissima																																																																																		GU974138																	GU974226												GU974310																																										
Rhigospira quadrangularis																																																																																		GU974084																	GU974178												GU974262																																										
Apteranthes burchardii																								HM475361																																																		EU267093																																									HM475416																																						
