taxon	Pvr1	Pvr1.1	unknown	h6h	GGR	atpB-rbcL-intergenic-spacer-region	osmotin-like-protein	endochitinase	beta-1,3-glucanase	LEAFY	5.8S-ribosomal-RNA	5S-rRNA	NIA	18S-ribosomal-RNA	rpi-vnt1-like-protein	S	self-incompatability-glycoprotein-(allele-S6)	trnK	CT179	hypothetical-protein	hypothetical-protein.1	COSII_At5g14320	COSII_At2g38020	GA3ox2	rpl32	rps16-trnQ(UUG)-intergenic-spacer	AT3-2	rpl16	At1g14300-like-protein	trnY	CYP75	NIA.1	Dfr	At5g04590-like-protein	atpB	ITS1	At3g24010-like-protein	At3g62940-like-protein	trnL	psbA-trnH-intergenic-spacer	COSII_At1g50020-like-protein	rpl32.1	nepGS	MPF2-like	osmotin	COSII_At3g03100-marker	lfy	glo	COSII_At2g38020.1	phyA2	rps16	MCC	COSII_At1g13380	contains-promoter-and-5'-UTR	trnH-trnK-intergenic-spacer	unknown.1	unknown.2	unknown.3	trnL-trnF-intergenic-spacer	cox1	unknown.4	At1g44760-like-protein	COSII_At2g15890	COSII_At3g10920	RanGAP2	adh	unknown.5	trnS-trnG-intergenic-spacer	chloroplast-glutamine-synthetase	ndhF	putative-Pto-like-serine/threonine-kinase	fed	matK	PMT2	MPF1-like-protein	infA	S.1	rpS16	trnC-psbM-intergenic-spacer	SAMT	disease-resistance-protein-RGH5	TPS17	PI	trnT	18S-ribosomal-RNA.1	GBSSI	S.2	ndhJ	LFY	S.3	psbB-psbH-intergenic-spacer	unknown.6	rpoB	DEF	
Lycianthes glandulosa						AF397089																																	EU581017																					JF966327										DQ667560																AF397114									
Anthocercis angustifolia																																			AM233282				AY098671																													AJ584997		AY098704			AJ585857																						
Anthocercis sylvicola																																							AY098676				FN568484																									AJ585002		AY098709			AJ585862																						
Anthocercis littorea																																							AY098675																													AJ585000		AY098708			AJ585860							AY741502															
Espadaea amoena											AY206734																												AY206758																				AY206726		AY206722									AY206744																									
Duboisia myoporoides																																							AY098690																					JF966315								AJ585011		AY098720			AJ585871																						
Solanum cleistogamum											AY996496																												DQ180478																													AY998396		AF500815																AY996397									
Solanum toliaraea											AY996557																												DQ180411																													AY998473		AF500866																AY996472									
Solanum mahoriense											AY996526																												DQ180405																													AY998436		AF500841																AY996437									
Solanum angustialatum																						GQ221519																	GQ221574							GQ221491							GQ221464																																	GQ221599									
Solanum orocense																				HM747537	HM747668	HM747888																											HM747779				HM747400																																										
Solanum sandwicense											AY996551																												DQ180409																													AY998466		AF500859																AY996464									
Solanum diversiflorum											AY996505																												DQ855022																													AY998407					EU983563													AY996408									
Solanum simplicissimum																				HM073142	HM072940	HM073582	HM073357																														HM072716																																										
Solanum nemorense											AY996536																												DQ180488																													AY998448		AF500847																AY996447									
Solanum schimperianum											AY996552																												DQ180410																													AY998467		AF500860																AY996465									
Solanum prinophyllum											AY996544																												DQ180407																													AY998457		AF500852																AY996456									
Solanum allophyllum											AF244732																												DQ180422																													AY998378		U47416																AY996379									
Solanum glaucophyllum											AF244714																												DQ180430																													AY998417		U72753																AY996418									
Solanum augustii																				HM072976	HM072756	HM073393	HM073180																														HM072522																																										
Solanum lasiophyllum											GQ163601																								AM233134				DQ855024																																		EF439029													GQ163672									
Solanum woodsonii																				HM747583	HM747719	HM747934	HM747818																														HM747454																																										
Solanum tarnii																				HM073150	HM072944	HM073591	HM073365																														HM072721																																										
Solanum rudepannum											GU591090																												GU591040																						JQ594171												JQ589578													GU591141									
Solanum rostratum											GQ143670																												GQ149755																													AY998465		U47424																GQ143702									
Solanum volubile																									HQ457277																HQ457355	HQ457238																				HQ457315	HQ457393																																
Solanum conditum											AY996499																												DQ180479																													AY998399		AF500816																AY996400									
Solanum ingifolium																				HM073076	HM072865	HM073507	HM073289																														HM072630																																										
Solanum catombelense											HQ721846																												HQ721909																						JF265599												JF270941													HQ721972									
Solanum citrullifolium											AY996494																												HM006826																													AY998394		AF500814																AY996395									
Solanum chrysotrichum											GU591065																												GU591007																						HM850362												HM851099													GU591117									
Solanum minutifoliolum																				HM073101	HM072891	HM073533	HM073313																														HM072657																																										
Solanum otites																				HM747540	HM747671	HM747890	HM747780																														HM747403																																										
Solanum clarkiae											AY996495																												DQ855033																													AY998395					EU983564													AY996396									
Solanum palitans											AF244739																												DQ180452																													AY998450		AF224064																AY996449									
Solanum chancayense																				HM073016	HM072797	HM073438	HM073220																														HM072564																																										
Solanum okadae											AY875843	AJ226063			GU338334																																																																						AF447434							EF620704			
Solanum mapiriense											AY996527																												DQ180434																													AY998438		AF500842																AY996439									
Solanum campanulatum											AY996488																												DQ180395																													AY998387		AF500807																AY996388									
Solanum crinitipes											AY996500																												DQ180481																													AY998401		AF500817																AY996402									
Solanum rovirosanum																																							DQ180437																						JQ594563									AF500857			JQ589588													DQ169045									
Solanum pillahuatense																				HM747549	HM747678	HM747896	HM747791																														HM747413																																										
Solanum chenopodinum											AY996492																												DQ180396																													AY998392		AF500812																AY996393									
Solanum hoehnei											AY996519																												DQ180484																													AY998425		AF500832																AY996426									
Solanum anomalum					EU292978						HQ721839																								AM233144				HQ721902																																															HQ721965									
Solanum drymophilum											AY996506																												DQ180483																													AY998408		AF500823																AY996409									
Solanum stenotomum												AF331064			GU338321	HQ699470																																																	HE681671																HQ853207														
Solanum abutiloides											AF244716																												AY266236																													AY555453		U47415																AY562948									
Solanum giganteum											GQ163590																								AM233139				HQ721922																																		EF439024													GQ163658									
Solanum hindsianum											AY996518																												DQ180402																													AY998423		AF500831																AY996424									
Solanum petrophilum											AY996542			X63312																									DQ855030																													AY998455																		AY996454									
Solanum jalcae																				HM073080	HM072873	HM073519																											HM073298				HM072640																																										
Solanum pentaphyllum																						HQ856199																	HQ856061																									HQ856179				HQ714330																		HQ856215									
Solanum olmosense																				HM073116	HM072906	HM073549	HM073329																														HM072679																																										
Lycopersicon minutum								EU526398	EU526401																																				AY195884									AY302569													AJ632106																												
Solanum sejunctum											AY996553																												GQ163558																													AY998468					EU983569													AY996466									
Solanum huarochiriense																				HM073073	HM072862	HM073502																											HM073284				HM072626																																										
Solanum luteoalbum											AF244715																												DQ180433																													AY555463		U72749																AY562957									
Solanum montanum											AY996531																												DQ180468																													AY998443		AF500844																AY996443									
Solanum argentinum											AF244718																												DQ180425																													AY998381		U72752																AY996382									
Solanum echinatum											AY996507																												GQ163505																													AY998410		AF500824																AY996411									
Solanum lidii											AY996524																												DQ180403																													AY998433		AF500839																AY996434									
Solanum peloquinianum																				HM073129	HM072927	HM073566	HM073344																														HM072700																																										
Solanum nubicola																				HM747536	HM747665	HM747887	HM747777																														HM747397																																										
Solanum guzmanguense																				HM073057	HM072845	HM073482	HM073269																														HM072610																																										
Solanum trinitense																				HM073151	HM072947	HM073593	HM073366																														HM072723																																										
Solanum anamatophilum																				HM072978	HM072758	HM073396	HM073182																														HM072525																																										
Solanum thelopodium											AY996556																												DQ180470																													AY998472		AF500865																AY996471									
Solanum diploconos											AY875751																												DQ180429																													AY998406		AY049014																AY875409									
Solanum acroglossum																				HM072964	HM072742	HM073382																											HM073168				HM072508																																										
Solanum humectophilum																				HM073069	HM072858	HM073499	HM073282																														HM072622																																										
Solanum asymmetriphyllum											AY996485																												DQ855031																													AY998383					EU983570													AY996384									
Solanum capsicoides											JQ638808																												AY266251																													AY555460		AF500808																AY562954									
Solanum lobbianum																				HM747505	HM747630	HM747859	HM747757																														HM747362																																										
Solanum unilobum											AY523924																		FJ872821					GQ183493			GQ131863	GQ183492																																																									
Solanum buesii																				HM747463	HM747590	HM073404	HM747727																														HM747318																																										
Solanum sucubunense																				HM747554	HM747684	HM747901																											HM747798				HM747420																																										
Solanum contumazaense																				HM073040	HM072827	HM073464	HM073246																														HM072591																																										
Solanum wendlandii											AF244731																												DQ180440																													AY555481		U47427																AY562974									
Physalis ixocarpa					EU292938																														AM233313									EF395216																													EF438913		EF395160																				
Physalis aequata					EU292904																														AM233270									EF395226																													EF438925		EF395169																				
Physalis fuscomaculata					EU292935																														EU128753									EF395208																													EF438946		EF395162																				
Physalis longifolia											AY665901					AF374430																																																													AF374425									AY665958	AF281195								
Physalis lanceifolia					EU292939																														AM233312									EF395213																													EF438914		EF395159																				
Physalis curassavica					EU292926																														AM233316									EF395218																													EF438881		EF395163																				
Physalis mexicana					EU292941																														AM233310									EF395220																													EF438845		EF395157																				
Physalis cinerascens											AY665884					AF058936																																																													AF058941									AY665971	AF058930								
Physalis mendocina					EU292940																														AM233311									EF395207																													EF438844		EF395158																				
Acnistus arborescens											DQ314181																												EU580954																															EU580855																DQ309491			DQ301538						
Chamaesaracha coronopus											AY665860																												EU580978																					JF966355										EU580871																AY665937									
Cestrum fragile											DQ508662																																																DQ508628		JQ594558												JQ589572											DQ508595											
Cestrum macrophyllum																																							EU580972	HM446901																					HM446771									EU580870			HM446667																						
Cestrum glanduliferum											DQ508664																																																DQ508630		JQ594111												JQ589214											DQ508597											
Quincula lobata											AY665863																												EU581051																					JF966335										EU580936																AY665935									
Dunalia solanacea											DQ314174																												EU580988																															EU580877																DQ309484			DQ301529						
Capsicum rhomboideum																											FJ687529												EU580971	EF537239																				JF966312													EF537291													EF537147									
Duckeodendron cestroides											AY206733			AF206904																					AF209579				AY206757																						AF206763									AY206743																									
Lycium infaustum											DQ124627																			FJ444887		FJ444912							DQ124590																																													DQ124467		DQ124529									
Lycium morongii											DQ124629																												DQ124593																				AB036612														AB036641											DQ124470		DQ124531									
Lycium brevipes											DQ124621																			FJ444881		FJ444902							DQ124569																																													DQ124446		DQ124508									
Lycium texanum											FJ439761																			FJ444892		FJ444922							DQ124610																																													DQ124487		DQ124545									
Lycium tenuispinosum											DQ124633																			FJ444891		FJ444921							DQ124608																																													DQ124485		EF137795									
Lycium ameghinoi											DQ124618																												DQ124560																				AB036597														AB036626											DQ124437		DQ124501									
Lycium torreyi											DQ124634																			FJ444893		FJ444923							DQ124611																																													DQ124488		DQ124546									
Jaborosa integrifolia			AY028148																																	AY028130			DQ124558																					JF966324										EU580896														DQ124435											
Anthotroche pannosa											AJ492458																												AY098680																					JF966353								AJ585006		AY098712			AJ585866																						
Exodeconus miersii																																			AM233348				EU580991																					JF966318										EU580880			EF438986							AY741486															
Iochroma gesnerioides											DQ314179																						GU595063																																												EU382082									DQ309489			DQ301534						
Salpichroa origanifolia																																			AM233298				EU581052					EF395191																	HM850331									EU580937			EF439048																						
Brunfelsia portoricensis											JQ081217																												JQ081112	HM446890																					HM446761									JQ081165			HM446659																						
Brunfelsia americana											JQ081178																												AY206754																					JF966307	AY206720									AY206740										EF472978															
Nicotiana trigonophylla																																							AJ577438											HM353139																		AJ584989	AY568083	AJ585934			AB039997																						
Nicotiana amplexicaulis											AJ492394																												AJ577444				FN568398																									AJ584995		AJ585940			AB040019																						
Nicotiana exigua											AJ492391																												AJ577445				FN568416																									AJ584996		AJ585941			AJ585856																						
Nicotiana quadrivalvis																																											FN568454				HE962969																			HE962546			AY568084														DQ158198												
Nicotiana gossei											AJ492390																												AY098700																HQ602923															AY098727			AB040018																						
Nolana glauca			AB019968																																	AB019308				EU742467											EU742399																			EU742331									EU742535																
Nolana linearifolia																																							EU581034	EU742478											EU742410																			EU580918									EU742546							EU051832									
Nolana arequipensis										EU742241																														EU742448											FJ914199																			FJ914016									FJ914053							EU051890									
Nolana chancoana										EU742265																														EU742454											EU742386																			EU742318									EU742522							EU051893									
Nolana sphaerophylla										EU742213																														EU742496											EU742428																			EU742360									EU742564							EU051840									
Nolana parviflora										EU742293																														EU742483											EU742415																			EU742347									EU742551							EU051906									
Nolana balsamiflua										EU742281																														EU742451											EU742383																			EU742315									EU742519							EU051905									
Nolana coronata			AB019960							FJ914131																										AB019300															FJ914201																			FJ914018									FJ914055																
Nolana urubambae										EU742255																														EU742502											EU742434																			EU742366									EU742570							EU051855									
Nolana filifolia										EU742288																														EU742463											EU742395																			EU742327									EU742531							EU051873									
Nolana chapiensis										EU742261																														EU742455											EU742387																			EU742319									EU742523							EU051854									
Nolana lezamae										FJ914143																														EU742477											EU742409																			EU742341									FJ914064							EU051836									
Nolana pallida										EU742248																														EU742481											EU742413																			EU742345									EU742549							EU051898									
Nolana weissiana										EU742267																														EU742505											EU742437																			EU742369									EU742573							EU051878									
Nolana volcanica										EU742235																														EU742504											EU742436																			EU742368									EU742572							EU051852									
Nolana intonsa										EU742227																														EU742471											EU742403																			EU742335									EU742539							EU051876									
Atropa komarovii																																			HQ215955					HQ216154											HQ215993										HQ216118									HQ216082									HQ216038																
Schizanthus hookeri											DQ299447																								AM233295							FJ850162																															EF439052													DQ299423		DQ299435							
Anthocercis gracilis											AJ492457																												AY098672																					JF966301								AJ584998		AY098705			AJ585858																						
Solanum praetermissum											HQ721873																												HQ721937	JX856338																					JX856317																									HQ721998							JX856296		
Solanum pubescens											HQ721876																												HQ721940	JX511985																					JX511991												JX511979													HQ722001									
Solanum acroscopicum											AY875775									HM072965	HM072743	HM073383	HM073169																														HM072509																																										
Solanum viarum											JQ638805																												AY559243																						GU135237							AY555480					GU135073													AY562973									
Solanum ambosinum											AY875829									HM072977	HM072757	HM073395	HM073181																														HM072523																																										
Solanum solisii																				HM073146	HM072941	HM073586	HM073359																										HM073360				HM072718																																										
Solanum yungasense											AY875815									HM073163	HM072959	HM073606	HM073376																														HM072735																																										
Solanum lasiocarpum					EU292989						AY263457																								AM233135				AY266256																													AY998432																		AY996433									
Solanum mitlense					EU292987						AY996530																								AM233131				DQ812108																													AY998442																		AY996442									
Solanum huancabambense																				HM073063	HM072849	HM073488	HM073276																														HM072615																												HQ853199														
Solanum ternatum											GQ221557											GQ221530																	GQ221584							GQ221502							GQ221474																																	GQ221610									
Solanum savanillense											GQ221556											GQ221528																	GQ221583							GQ221500							GQ221473																																	GQ221608									
Solanum marginatum											AY996528																								AM233118				EU176148																													AY998439					EF439062													AY996440									
Solanum tundalomense											AY875786									HM747566	HM747688	HM747912																											HM747801				HM747433																																										
Solanum pseudolulo											AY263459																												AY266242																													AY555470																		AY562964								DQ539402	
Solanum pascoense																				HM073117	HM072907	HM073550																											HM073330				HM072680																																	AY875489									
Solanum fraxinifolium											AY996511																												DQ180465													EF200599																AY998415		AF500810																AY996416									
Solanum paucissectum																				HM073126	HM072921	HM073565	HM073338																										HM073342				HM072694																																										
Solanum schlechtendalianum											JN542599																												DQ180491																						JQ594182									AF500861			JQ589274													DQ169047									
Solanum mite											GQ221555											GQ221526																	GQ221582							GQ221498							GQ221471																																	GQ221606									
Solanum scabrifolium											AY875771									HM073134	HM072932	HM073574	HM073348																														HM072707																																										
Solanum fernandezianum																				HM073055	HM072843	HM073480																											HM073268				HM072608																												HQ853197														
Solanum mochiquense																				HM073093	HM072889	HM073530	HM073312																										HM073308				HM072651																																										
Solanum chamaepolybotryon											GQ221548											GQ221520																	GQ221575							GQ221492							GQ221465																																	GQ221600									
Solanum dasyphyllum											AY996504																								AM233143				EU176139																													AY998405					EF439020													AY996406									
Solanum multiinterruptum											AY875776									HM073113	HM072904	HM073547	HM073328																														HM072676																																										
Solanum incurvum											GQ221551											GQ221522																	GQ221577							GQ221494							GQ221467																																	GQ221603									
Solanum oxycarpum											AY875790									HM747547	HM747672	HM747892	HM747782																														HM747407																																										
Solanum lyratum			GQ434664								JQ255432																												JQ255444	GQ435280																					JF944453												JF956491																						
Solanum conicum											GQ221549											GQ221521																	GQ221576							GQ221493							GQ221466																																	GQ221601									
Solanum dolichocremastrum																				HM073049	HM072840	HM073466	HM073252																										HM073253				HM072594																																										
Solanum rugosum											JN542598																												DQ180490																						JQ594175									AF500858			JQ589268													DQ169046									
Solanum flahaultii																				JF832430	HM747626	HM747855	HM747753																										HM747748				JF832416																																										
Metternichia princeps											AY206738																												AY206763																				AY206729	JF966330	AF022182									AY206748																									
Cestrum tomentosum											DQ508682							DQ508579																					EU580977																				DQ508647											EU126009														DQ508615											
Cestrum parqui											AJ300217																								AM233353																						AF495743	AF495732															EF439054																						
Cestrum aurantiacum											DQ508656																													JX856332																			DQ508622		JX856311																							DQ508588									JX856290		
Physochlaina praealta																																			HQ215981					HQ216182											HQ216023										HQ216142									HQ216107									HQ216068																
Petunia scheideana																															AB244238								AY772840	DQ792138																			AY772870									DQ792458					AB262070																						
Petunia secreta			AY772857																																	AY772937			AY772845	AY772895																			AY772876																																				
Withania frutescens														DQ368399																					AM233103									FN179247																	DQ368401												EF438824		FN179193																				
Lycium exsertum			AY028156								AF238994																					FJ444910				AY028138			DQ124583																																													DQ124460		DQ124521									
Lycium truncatum											JQ320154						HM195040								HM194996					HM194957												HM194975																																												HM194920									
Lycium deserti																																			FJ914153					EU742441											EU742373										FJ914172									EU742305									EU742509							EU051859									
Lycium yunnanense											JQ320157						HM195042								HM194999					HM194960												HM194979																																												HM194922									
Leucophysalis grandiflora											DQ314162																												EU581013																					JF966326										EU580905																DQ309472			DQ301515						
Iochroma fuchsioides											DQ314203																												EU581001																					JF966323										EU580894																DQ309514			DQ301559						
Nicotiana mutabilis																																											FN568439				FN561643	FN561928																		FN561692																				FN562126									
Hyoscyamus turcomanicus																																			HQ215965					HQ216164											HQ216003									JF966286	HQ216126									HQ216092									HQ216048																
Hyoscyamus pusillus																																			HQ215964				EU580998	HQ216163											HQ216002									JF966291										EU580891									HQ216047																
Nolana mollis			AB019974																																	AB019314				EU742480											EU742412																			EU742344									EU742548							EU051864									
Nolana ivaniana										EU742272																									JQ627172					EU742472											EU742404																			EU742336									EU742540																
Nolana villosa			AB019986																																	AB019326				EU742503											EU742435																			EU742367									EU742571							EU051830									
Nolana flaccida			AB019965																																	AB019305				EU742464											EU742396																			EU742328									EU742532							EU051841									
Nolana tocopillensis			AB019985							EU742193																										AB019325				EU742500											EU742432																			EU742364									EU742568																
Nolana pilosa										FJ914118																									JQ627175																FJ914195																			FJ914012									FJ914049							EU051851									
Lycianthes biflora					EU292965																														AM233339				EU581015					EF395187																										DQ667552			EF438838		EF395137																				
Lycianthes heteroclita						AF397091					AF244709																												DQ180414																						JQ594129									U72756			JQ589231													AF397113									
Juanulloa mexicana																																							EU581008																					JF966325	U08612									U08919						AF347647				AY741496														DQ539404	
Anthocercis intricata																																							AY098674																											FN561723		AJ585001		AY098707			AJ585861													FN562160									
Anthocercis viscosa																																							AY206752				FN568485																		U08608							AJ585003		U08914			AJ585863			AF347643																			
Solanum tuquerrense													FJ155472							HM073155	HM072951	HM073598	HM073369																										HM073370				HM072729																																										
Solanum cantense																				HM073039	HM072825	HM073463																											HM073245				HM072589																																										
Solanum uleanum											GQ221560											GQ221534																	GQ221588							GQ221506							GQ221479																	AF500870																GQ221613									
Solanum chiquidenum																				HQ642459	HM072800	HM073442																											HM073225				HQ642129																																										
Solanum arboreum											AF244719																												DQ180424																						JQ594142							AY998380		U47417			JQ589240													AY996381									
Solanum mauritianum					EU292988																														AM233132				DQ180487																						HM850366									AF500843			EF439031													DQ169037									
Solanum trizygum											GQ221558											GQ221531																	GQ221586							GQ221504							GQ221477																	U72754																GQ221612									
Solanum pyracanthum											AY996546																												DQ180408																													AY998460		AF500854																AY996459								HQ853404	
Solanum ferocissimum											AY996510																								AM233141				DQ180400																													AY998414		AF500827			EF439022													AY996415									
Solanum lepidotum											JN542590																												DQ180486	GQ982367																					GQ981879									AF500838			GQ982099													DQ169035									
Solanum cordovense											AF244717																												DQ180480																						JQ594150							AY998400		U72751			JQ589248													AY996401									
Solanum furfuraceum											AY996512																								AM233140				DQ180401																													AY998416		AF500829			EF439023													AY996417									
Solanum aviculare						AF397077					AF244743			X63310																									HM006854																													AY555458		U47418																AY562952									
Solanum chilliasense																				HM072987	HM072768	HQ642626	HM073192																														HM072534																																										
Solanum immite											AY875774		FJ155425							HM073078	HM072866	HM073510	HM073291																														HM072633																																										
Solanum gandarillasii													FJ155422							HQ642489	HQ642325	HQ642658																															HQ642160																																										
Solanum candidum											AY263456																												AY266250																						JQ594148							AY555459		AF224072			JQ589243													AY562953									
Solanum ehrenbergii											AY875762		FJ155416																																																																				HQ853192				AF447420	AY875444									
Solanum vespertilio											AF244727																								AM233126				DQ180413																													AY998477		AF224070			EF439037													AY996476									
Solanum mammosum											AF244721																												AY266232																						JX856321							AY998437		AF224074																AY996438							JX856300		
Solanum cajamarquense																				HM073028	HQ642297	HQ642630	HM073233																														HM072578																																										
Solanum anguivi											HQ721838																												HQ721900	JX511983																					JX511989							AY998379					JX511977													HQ721962									
Solanum paucijugum													FJ155449							HM073119	HM072910	HM073558	HM073334																										HM073332				HM072684																																										
Solanum atropurpureum					EU292984						AY561264																								AM233150				AY559237																													AY555457					EF439040													AY562951									
Solanum longiconicum											AY875789		FJ155433							HM747510	HM747638	HM747864	HM747761																														HM747370																																										
Physalis acutifolia					EU292855						AY665876																								AM233322									EU292995																													EF438956		EU292997											AY665941									
Physalis nicandroides					EU292887						AY665912																								AM233301									EF395223																													EF438989		EF395150											AY665945									
Physalis viscosa					EU292861						AY665870																								AM233304									EF395206																													EF438960		EF395151											AY665957									
Physalis pruinosa					EU292923						AY665915																								AM233227									EF395210																													EF438926		EF395153											AY665949									
Physalis coztomatl					EU292957						AY665888																								AM233318									EF395214																													EF438951		EF395165											AY665961									
Brugmansia arborea			GQ434670																																					JN244380																					JN244363											AB188674	JN244342																						
Calibrachoa sellowiana			AY772858																																	AY772938			AY772847	AY772926																			AY772880									JN565841																							JN565764				
Petunia littoralis											DQ208092																				AB244232								AY772837	AY772901																			AY772874									DQ208027					AB262064																						
Petunia exserta																															AB244229								AY772843	DQ225689																			AY772878									DQ225425					AB262058																		DQ225586				
Lycium rachidocladum											FJ439760														FJ189684					FJ189646		FJ444919							FJ189723			FJ189751																																										FJ189731		EF137787									
Lycium berlandieri											AF238989														JF284416					FJ444880		FJ444901							DQ124567			JF284448																																										DQ124444		DQ124506									
Lycium fremontii			AY028159								AF238995																			FJ444886		FJ444911				AY028141			DQ124586																																													DQ124462		DQ124525									
Lycium macrodon											DQ124628														HM195000					FJ444889		FJ444914							DQ124592			HM194980																																										DQ124469		DQ124530									
Lycium cuneatum											FJ439758														FJ189676					FJ189638		FJ444907							DQ124580			FJ189743																																										DQ124457		DQ124519									
Lycium dasystemum											JQ320156						HM195037								HM194988					HM194949												HM194968																																												HM194913									
Lycium arenicola											FJ439756														JF284415					FJ444878		FJ444899							DQ124564			JF284447																																										DQ124440		DQ124504									
Lycium chanar																									FJ189672					FJ189634									FJ189718			FJ189739									FJ189708																																	FJ189726		EF137761									
Lycium europaeum																									HM194989					HM194950									AB036581			HM194969																	AB036610														AB036639													EF137773									
Eriolarynx lorentzii											DQ314171																												EU580990																															EU580879							EU382074									DQ309481			DQ301526						
Anisodus carniolicoides			AY478415																																HQ215951	AY478401				HQ216149											HQ215988										HQ216114									HQ216078									HQ216033																
Bouchetia anomala			AY772859								AY560042																	AY538157								AY772939			AY772848	AY772928																			AY772881																																				
Scopolia japonica			AY478413																																HQ215986				EU581061	HQ216187											HQ216028										HQ216147									EU580945									HQ216073																
Iochroma cyaneum											DQ314180																						GU595064																																																					DQ309490			DQ301535					HQ853401	
Brunfelsia uniflora											JQ081224																												EU580967	JX856326																				JF966311	JX856305									EU580868																							JX856284	DQ539401	
Nicotiana rotundifolia											AJ492406																												AJ577453				FN568459				HE962998																			HE962570		AJ585027		AJ585947			AJ585886																						
Nicotiana maritima											AJ492404																												AJ577451				FN568434				HE962993																			HE962567		AJ585025		AJ585945			AJ585884																						
Nicotiana occidentalis											AJ492417																												AJ577456				FN568446				HE962997																			HE962569		AJ585030		AJ585950			AJ585889																						
Nicotiana excelsior											AJ492399																												AY098698				FN568414				HE962988																			HE962561				AY098725																									
Nolana baccata										EU742297																									FJ914146					EU742450											EU742382										FJ914165									EU742314									EU742518							EU051865									
Nolana laxa										EU742262																									JQ627174					EU742475											EU742407																			EU742339									EU742543							EU051897									
Nolana arenicola			AB019954							EU742279																										AB019294				EU742447											EU742379																			EU742311									EU742515							EU051904									
Nolana pterocarpa			AB019976							EU742298																										AB019316				EU742487											EU742419																			EU742351									EU742555							EU051833									
Nolana diffusa			AB019962							EU742195																										AB019302				EU742460											EU742392																			EU742324									EU742528							EU051907									
Nolana salsoloides			AB019979							EU742194																										AB019319				EU742491											EU742423																			EU742355									EU742559							EU051853									
Nolana plicata										FJ914129																									JQ627176					EU742486											FJ914200																			FJ914017									FJ914054							EU051899									
Nolana rupicola										EU742292																									JQ627177					EU742490											EU742422																			EU742354									EU742558							EU051868									
Nolana peruviana			AB019975							EU742209																										AB019315				EU742484											EU742417																			EU742349									EU742553							EU051909									
Nolana crassulifolia			AB019961							EU742204																										AB019301				EU742459											EU742391																			EU742323									EU742527							EU051869									
Nolana sessiliflora										EU742300																									FJ914149					EU742494											FJ914182										FJ914168									FJ913999									FJ914036							EU051903									
Nolana sedifolia			AB019981							EU742203																										AB019321				EU742493											EU742425																			EU742357									EU742561							EU051843									
Nolana gayana			AB019967							EU742256																										AB019307				EU742466											EU742398																			EU742330									EU742534							EU051846									
Nolana aplocaryoides			AB019953							EU742192																										AB019293				EU742446											EU742378																			EU742310									EU742514							EU051849									
Nolana stenophylla			AB019983							FJ914110																										AB019323				EU742497											EU742429																			EU742361									EU742565							EU051834									
Nolana divaricata			AB019963							EU742205																										AB019303				EU742461											EU742393																			EU742325									EU742529							EU051844									
Nolana cerrateana			AB019957							EU742237																										AB019297				EU742453											EU742385																			EU742317									FJ914050							EU051850									
Nolana incana			AB019970							EU742206																										AB019310				EU742469											EU742401																			EU742333									EU742537							EU051845									
Nolana johnstonii										EU742253																									JQ627173					EU742473											EU742405																			EU742337									EU742541							EU051861									
Nolana scaposa			AB019980							EU742273																										AB019320				EU742492											EU742424																			EU742356									EU742560							EU051829									
Nolana lycioides			AB019973							EU742233																										AB019313				EU742479											FJ914204																			EU742343									FJ914058							EU051831									
Nolana leptophylla			AB019972							EU742211																										AB019312				EU742476											EU742408																			EU742340									EU742544							EU051842									
Nolana carnosa			AB019956							EU742287																										AB019296				EU742452											EU742384																			EU742316									EU742520							EU051892									
Nolana clivicola			AB019958							EU742259																										AB019298				EU742456											EU742388																			EU742320									EU742524							EU051862									
Nolana ramosissima			AB019977							EU742196																										AB019317				EU742488											EU742420																			EU742352									EU742556							EU051837									
Nolana inflata			AB019971							EU742266																										AB019311				EU742470											EU742402																			EU742334									EU742538							EU051877									
Nolana thinophila			AB019984							EU742222																										AB019324				EU742499											EU742431																			EU742363									EU742567							EU051835									
Nolana tomentella										EU742243																									FJ914150					EU742501											EU742433										FJ914169									EU742365									EU742569							EU051894									
Solanum poinsettiifolium											GU591086														HQ457271														GU591036		HQ457349	HQ457232																				HQ457310	HQ457388																							GU591137									
