Macrocarpaea auriculata				EU541688																																													
Macrocarpaea pajonalis				EU541749																																													
Macrocarpaea chthonotropa				EU541694																																													
Macrocarpaea stenophylla				EU541762																																													
Macrocarpaea luteynii				EU541730																																													
Macrocarpaea gondoloides				EU541716																																													
Macrocarpaea tahuantinsuyuana				EU541766																																													
Macrocarpaea neblinae				EU541739																																													
Macrocarpaea zophoflora				EU541772																																													
Macrocarpaea glaziovii					EU541774																																												
Chelonanthus grandiflorus																						EU709788																											
Tachia parviflora																						DQ401424																											
Frasera puberulenta																					HM460847																												
Frasera paniculata																																AF102425																	
Frasera fastigiata																						GU251022																											
Frasera montana																					HM460846																												
Gentianella lineata																						AY136503																											
Gentianella narcissoides																						AJ294676																											
Gentianella paparoaensis																						AY136485																											
Gentianella wislizenii																						AJ294690																											
Gentianella longicarpa																						AJ294672																											
Gentianella antarctica																						AY136501																											
Gentianella antipoda																						AY136500																											
Gentianella hirculus																						AJ294670																											
Gentianella cernua																						AJ294603																											
Gentianella serotina																						AY136497																											
Gentianella crispata																						DQ384065																											
Gentianella rupicola																						AJ294683																											
Gentianella grisebachii																						AY136489																											
Gentianella biebersteinii																						Z48147																											
Gentianella nana																																X77890																	
Gentianella tristicha																						AJ294688																											
Gentianella thyrsoidea																						AJ294627																											
Gentianella tenella																																X77892																	
Gentianella myriantha																						AY136488																											
Gentianella holosteoides																						AJ294671																											
Gentianella astonii																						AY136494																											
Gentianella spenceri																						AY136496																											
Gentianella corymbifera																						AY136493																											
Gentianella chathamica																						AY136495																											
Gentianella cerina																						AY136502																											
Gentianella montana																						AY136491																											
Prepusa montana																						EU709805																											
Swertia teres																							JQ933493																										
Swertia obtusa																					HM460866																												
Swertia pseudochinensis																						GQ848487																											
Swertia wolfongiana																						AF255914																											
Oreonesion testui											AJ388181																																						
Gyrandra pauciflora																																AY315680																	
Coutoubea minor																																AF102407																	
Gentianopsis macrantha																					HM460861																												
Gentianopsis holopetala																					HM460857																												
Gentianopsis lanceolata																					HM460858																												
Gentianopsis blepharophora																						Z48103																											
Gentianopsis detonsa																																GQ245007																	
Gentianopsis thermalis																					HM460864																												
Irlbachia pumila																						EU709798																											
Irlbachia nemorosa																						EU709795																											
Gentianodes eumarginata																																EU326060																	
Purdieanthus pulcher																						EU709800																											
Gentiana uniflora																									JF748511	JF748663																							
Gentiana atlantica			Z71934																			Z71933																											
Gentiana delavayi																						Z48080																								Z48099			
Gentiana gelida														AB453138																		AB453087																	
Gentiana angulosa																									JF748415	JF748565																							
Gentiana kolakovskyi														AB453139																		AB453088																	
Gentiana panthaica																						Z71954																								Z71953			
Gentiana crassuloides																						Z71936																								Z71935			
Gentiana brentae																									JF748435	JF748585																							
Gentiana orbicularis																									JF748446	JF748603																							
Gentiana haynaldii																						Z48085																								Z48065			
Gentiana wutaiensis														AB453125																		AB453074																	
Gentiana callistantha																						Z48078																								Z48095			
Gentiana cachemirica														AB453129																		AB453078																	
Gentiana atropurpurea																						AY858678										AY858686																	
Gentiana sierrae																									JF748478	JF748625																							
Gentiana penetii																									JF748459	JF748609																							
Gentiana lagodechiana														AB453140																		AB453089																	
Gentiana pudica																						Z71962																								Z71961			
Gentiana jamesii														AB453108																		AB453057																	
Gentiana squarrosa																						Z71966																								Z71965			
Gentiana paradoxa														AB453141																		AB453090																	
Gentiana hyalina																						Z71942																								Z71941			
Gentiana yakushimensis														AB453134																		AB453083																	
Gentiana ornata														AB453132																		AB453081																	
Gentiana affinis																						Z48074																								Z48061			
Gentiana flexicaulis			Z71938																			Z71937																											
Gentiana altaica																						Z71932																								Z71931			
Gentiana gracilipes														AB453122																		AB453071																	
Gentiana zollingeri														AB453107																		AB453056																	
Gentiana intricata																						Z71946																								Z71945			
Gentiana piasezkii																						Z71956																								Z71955			
Gentiana pseudoaquatica																						Z71960																								Z71959			
Gentiana decora																						EU812468										EU834122																	
Gentiana freyniana														AB453137																		AB453086																	
Gentiana tetrasticha																						Z71968																								Z71967			
Gentiana crenulatotruncata																						Z48079																								Z48098			
Gentiana producta			Z71957																			Z71958																											
Metagentiana pterocalyx																						AY562171										AY563384																	
Metagentiana leptoclada																						AY858674										AY858681																	
Metagentiana villifera																						AY858672										AY858680																	
Metagentiana australis																						GU251029																		GU250986									
Lomatogonium lijiangense																						DQ317510																			DQ317481								
Lomatogonium cuneifolium	AJ388174											AJ388244																																					
Bartonia texana																						EU812471										EU834124																	
Bartonia verna																						EU812473										EU834128																	
Tripterospermum lanceolatum																						GU251044																		GU251001									
Tripterospermum chinense																						GU251040																		GU250997									
Tripterospermum championii																						GU251039																		GU250996									
Tripterospermum trinerve																						GU251054																		GU251011									
Tripterospermum australe																						GU251038																		GU250995									
Tripterospermum pinbianense																						GU251051																		GU251008									
Tripterospermum robustum																						GU251052																		GU251009									
Tripterospermum luzonense																						GU251046																		GU251003									
Tripterospermum hirticalyx																						GU251043																		GU251000									
Tripterospermum pallidum																						GU251050																		GU251007									
Tripterospermum alutaceifolium																						GU251037																		GU250994									
Tripterospermum cordifolioides																						GU251041																		GU250998									
Tripterospermum microphyllum																						GU251047																		GU251004									
Tripterospermum nigrobaccatum																						GU251049																		GU251006									
Tripterospermum cordifolium																						GU251042																		GU250999									
Tripterospermum taiwanense																						GU251053																		GU251010									
Tripterospermum nienkui																						GU251048																		GU251005									
Tripterospermum luteoviride																						GU251045																		GU251002									
Lisianthius cuspidatus							FJ232559															FJ232567																											
Lisianthius laxiflorus																						FJ232552										AF102449																	
Lisianthius longifolius																						FJ232544										AF102450																	
Lisianthius saponarioides							FJ232560															FJ232546																											
Potalia elegans																						DQ449920																						DQ449909					
Symbolanthus australis																						EU709801										AF102489																	
Lehmanniella splendens											AJ388172	AJ388242																																					
Fagraea volubilis																						JX283382										JX217776																	
Fagraea ceilanica																						FJ232572																		DQ131693									
Comastoma malyschevii																						AJ306108		AJ306080																									
Comastoma falcatum																						AJ306107		AJ306079																									
Ornichia trinervis																						AJ489918										AJ490243																	
Sebaea brachyphylla																						AJ489920										AJ490245																	
Exacum fruticosum																						AJ489885										AJ490210																	
Exacum millotii																						AJ489895										AJ490220																	
Exacum bulbilliferum																						AJ489881										AJ490206																	
Exacum hamiltonii																						AJ489887										AJ490212																	
Exacum sutaepense																						AJ489906										AJ490231																	
Exacum subteres																						AJ489904										AJ490229																	
Exacum microcarpum																						AJ489894										AJ490219																	
Exacum pedunculatum																						AJ489899										AJ490224																	
Exacum walkeri																						AJ489911										AJ490236																	
Exacum paucisquamum																						AJ489874																HQ448760											
Exacum subverticillatum																						AJ489905										AJ490230																	
Exacum subacaule																						AJ489903										AJ490228																	
Exacum macranthum																						AJ489892										AJ490216																	
Exacum intermedium																						AJ489889										AJ490214																	
Crawfurdia maculaticaulis																						GU251017																		GU250975									
Crawfurdia tibetica																						AY563383										AY563393																	
Crawfurdia sessiliflora																						GU251020																		GU250978									
Crawfurdia gracilipes																						GU251016																		GU250974									
Crawfurdia pricei																						GU251019																		GU250977									
Crawfurdia angustata																						GU251013																		GU250971									
Crawfurdia poilanei																						GU251018																		GU250976									
Crawfurdia campanulacea																						GU251014																		GU250972									
Macrocarpaea fortisiana				EU541708																		EU528095																											
Macrocarpaea ericii				EU541707																		EU528093																											
Macrocarpaea maguirei				EU541736																		EU528115																											
Macrocarpaea revoluta				EU541756																		EU528135																											
Macrocarpaea pringleana				EU541755																		EU528134																											
Macrocarpaea jensii				EU541724																		EU528107																											
Macrocarpaea angelliae				EU541681																		AY397760																											
Macrocarpaea gaudialis				EU541713																		EU528097																											
Macrocarpaea kuelap				EU541726																		EU528109																											
Macrocarpaea normae				EU541744																		EU528122																											
Macrocarpaea bubops				EU541693																		EU528080																											
Macrocarpaea noctiluca				EU541741																		EU528121																											
Macrocarpaea papillosa				EU541750																		EU528131																											
Macrocarpaea lenae				EU541727																		EU528110																											
Macrocarpaea harlingii				EU541717																		EU528103																											
Macrocarpaea pachystyla				EU541751																		EU528130																											
Macrocarpaea bangiana				EU541689																		EU528078																											
Macrocarpaea pachyphylla				EU541748																		EU528129																											
Macrocarpaea densiflora				EU541700																		EU528087																											
Macrocarpaea nicotianifolia				EU541740																		EU528118																											
Macrocarpaea ostentans				EU541747																		EU528128																											
Macrocarpaea innarrabilis				EU541723																		EU528106																											
Macrocarpaea elix				EU541706																		EU528094																											
Macrocarpaea sodiroana				EU541759																		EU528140																											
Chorisepalum ovatum											AJ388147	AJ388216																																					
Chelonanthus albus																						EU709789										AF102397																	
Chelonanthus angustifolius																						AJ489869										AJ490195																	
Chelonanthus viridiflorus																						EU709792										AF102399																	
Tachia occidentalis																						DQ401423																					DQ401427						
Frasera caroliniensis																					HM460845															EU280966													
Gentianella bulgarica																						AJ580569										AJ580536																	
Gentianella lutescens																						AJ580574										AJ580535																	
Gentianella ramosa																						AJ580556										AJ580522																	
Gentianella insubrica																						AJ580561										AJ580528																	
Gentianella uliginosa											JN895551												JN893667																										
Gentianella bohemica																						AJ580570										AJ580537																	
Gentianella sulphurea																						AJ294686																			AJ314825								
Gentianella austriaca																						AJ294657										AJ580547																	
Gentianella anglica											JN896134												JN893666																										
Gentianella rapunculoides																						AJ294621	Y11862																										
Gentianella fatrae																						AJ580576										AJ580543																	
Gentianella columnae																						AJ580555										AJ580521																	
Gentianella anisodonta																						AJ580558										AJ580524																	
Gentianella engadinensis																						AJ580559										AJ580526																	
Gentianella gentianoides																						AJ306085																			DQ317479								
Gentianella pilosa																						AJ580554										AJ580525																	
Gentianella styriaca																						AJ580579										AJ580546																	
Gentianella fastigiata																						AJ294666																			AJ314823								
Curtia verticillaris	AJ388152											AJ388221																																					
Centaurium capense																																AF402250			AY047874														
Centaurium floribundum	AJ388145											AJ388214																																					
Centaurium capitatum																						Z48114													Z48141														
Centaurium portense																						JX124286													JX124301														
Swertia kingii																						DQ317499											DQ317500																
Swertia mussotii																						AF255915																			DQ317473								
Swertia lactea																						AJ306103											AJ306130																
Swertia schugnanica																						AJ306105											AJ306132																
Swertia rosulata																						AJ489922										AJ490248																	
Swertia leducii																						DQ317486																			DQ317453								
Swertia przewalskii																						AF255913																			DQ317460								
Swertia elata																						DQ317503											DQ317504																
Swertia lurida																						FJ010795										FJ010812																	
Swertia pianmaensis																						DQ317485																			DQ317452								
Swertia dilatata																						JX569820										FJ010822																	
Swertia chinensis																						AJ306129		AJ306102																									
Swertia bifolia																						DQ317490																			DQ317472								
Swertia luquanensis																						DQ317487																			DQ317454								
Swertia pedicellata																						JX569824										FJ010816																	
Swertia paniculata																						FJ010803										FJ010819																	
Gyrandra tenuifolia																																AF402242			AY047857														
Irlbachia poeppigii																						EU709796										AF102441																	
Irlbachia pratensis																						EU709797										AF102442																	
Lomatogoniopsis alpina																						AF247660	JQ933391																										
Canscora alata																						AJ489865										AJ490191																	
Canscora andrographioides																						AJ489866										AJ490192																	
Halenia longicaulis																						AJ411722		AJ411753																	AJ410982								
Halenia decumbens																						AJ411718		AJ411749																	AJ410977								
Halenia minima								AJ411723														AJ411754																			AJ410983								
Halenia conzatii																						AJ411716		AJ411747																	AJ410974								
Halenia serpyllifolia								AJ411734														AJ411765																			AJ410995								
Halenia aquilegiella								AJ411709														AJ411740																			AJ410967								
Halenia pringlei																						AJ411728		AJ411759																	AJ410989								
Halenia pulchella																						AJ411729		AJ411760																	AJ410990								
Halenia deflexa																						AJ411719		AJ411750																	AJ410978								
Halenia viridis																						AJ411737		AJ411768																	AJ410998								
Halenia alleniana																						AJ411708		AJ411739																	AJ410966								
Halenia kalbreyeri																						AJ411720		AJ411751																	AJ410981								
Halenia plantaginea																						AJ411725		AJ411758																	AJ410988								
Halenia rusbyi																						AJ411732		AJ411763																	AJ410993								
Halenia schiedeana																						AJ411733		AJ411764																	AJ410994								
Halenia crumiana																						AJ411717		AJ411748																	AJ410976								
Halenia recurva																						AJ411730		AJ411761																	AJ410991								
Gentiana prostrata											EF552126										HM460877											GQ244999																	
Gentiana dinarica																						AJ223141										X77881														AJ223140			
Gentiana pneumonanthe											JN894544												JN891473									X77889																	
Gentiana urnula			Z48090																			Z48071																		GU250983									
Gentiana pyrenaica																						Z48087										X77895														Z48068			
Gentiana ligustica																						AY773250										X77886														AY773247			
Gentiana froelichii			Z71970																			Z71969										X77884																	
Gentiana depressa																						Z48081																		GU250982						Z48062			
Gentiana purpurea											AJ429323		AJ429676																			X77893																	
Gentiana boryi			Z48118																			Z48111										X77874																	
Metagentiana serra																						GU251033										AY563387								GU250990									
Metagentiana primuliflora																						GU251031										AY563385								GU250988									
Metagentiana gentilis																						GU251030										AY563386								GU250987									
Metagentiana souliei																						GU251034										AY563388								GU250991									
Lomatogonium brachyantherum																						AJ318546										AJ315198																AJ315292	
Lomatogonium perenne																						AJ410326										AJ315199																AJ315293	
Lomatogonium bellum																						AJ410324										AJ315197																AJ315291	
Lomatogonium macranthum																						Z48135										AJ315228																AJ315322	
Lomatogonium oreocharis																						AJ294635										AF102452									DQ317480								
Tripterospermum cordatum																						GU251055										AY563392								GU251012									
Neurotheca loeselioides											AJ010524	AJ011453																				AF102463																	
Symphyllophyton caprifolioides											AJ010530	AJ011459																				AF102490																	
Lisianthius skinneri											JQ587945											FJ232553	JQ592141																										
Symbolanthus calygonus											AJ010529	AJ011458										FJ232585																											
Symbolanthus pulcherrimus															AY143379							EU709803										AF102488																	
Djaloniella ypsilostyla											AJ388154	AJ388223																				AF102413																	
Sebaea albens																						FJ666003										FJ014164								FJ014059									
Sebaea ambigua										FJ014110												FJ666002										FJ014165																	
Sebaea membranacea										FJ014119																						FJ014175								FJ014068									
Sebaea repens										FJ014126																						FJ014183								FJ014076									
Sebaea sedoides										FJ014127												FJ665995										FJ014185																	
Sebaea longicaulis										FJ014118												FJ665996										FJ014174																	
Tachiadenus gracilis										FJ014135																						FJ014194								FJ014085									
Tachiadenus longiflorus																						AJ489924										FJ014018								FJ014086									
Exacum dolichantherum																						FJ666034										AJ490208								FJ014025									
Exacum humbertii																						AJ489888										AJ490213								FJ014027									
Exacum marojejyense																						AJ489893										AJ490218								FJ014029									
Exacum oldenlandioides																						AJ489897										AJ490222								FJ014031									
Exacum appendiculatum																						FJ666036										FJ014140								FJ014022									
Exacum pallidum																						AJ489898										AJ490223								FJ014032									
Exacum nummularifolium																						AJ489896										AJ490221								FJ014030									
Neblinantha parvifolia											AJ388179	AJ388249																				AF102461																	
Schinziella tetragona											AJ010527	AJ011456																				AF102479																	
Sabatia campestris																						AY256382										AY255692			AY256387														
Sabatia dodecandra																						AY256383										AY255693			AY256388														
Sabatia stellaris																						AY256384										AY255694			AY256389														
Sabatia gentianoides											AJ388186	AJ388256																				AF102477																	
Crawfurdia delavayi																						GU251015										AY563391								GU250973									
Klackenbergia stricta																						AJ489921										FJ014176								FJ014069									
Tachia loretensis																						DQ401422										AF102492											DQ401428						
Frasera albomarginata																						AJ318535										AJ315187																AJ315281	
Gentianella foliosa																						AJ410317										AJ315190																AJ315284	
Gentianella caucasea																						Z48127										AJ580520									AJ314822								
Gentianella arenaria	AJ406328																					AJ294653										AJ408005																	
Gentianella umbellata																						Z48132										AJ580519																AJ315320	
Gentianella diemensis	AJ295332											AJ295333										AY136504																											
Gentianella splendens	AJ295336											AJ295337										AJ294684																											
Zeltnera nevadensis																						AY423599							AY047804			AF402206																	
Zeltnera trichantha																						AY047710							AY047795			AF402199																	
Zeltnera maryanna																						AY047730							AY047815			AF402214																	
Zeltnera breviflora																						AY047736							AY047821			AF402218																	
Zeltnera abramsii																						AY047712							AY047797			AF402201																	
Zeltnera muehlenbergii																						AY047784							AY047863			AY315687																	
Zeltnera pusilla																						AY047756							AY047841			AF402230																	
Zeltnera madrensis																						AY047742							AY047827			AF402222																	
Zeltnera wigginsii																						AY047754							AY047838			AF402227																	
Zeltnera setacea																						AY047747							AY047833			AF402239																	
Zeltnera glandulifera																						AY047731							AY047816			AF402215																	
Zeltnera venusta																						AY047713							AY047799			AF402203																	
Zeltnera namophila																						AY047711							AY047796			AF402200																	
Zeltnera nudicaulis																						AY047745							AY047830			AF402229																	
Zeltnera calycosa																						AY047738							AY047824			AF402221																	
Zeltnera arizonica																						AY047725							AY047809			AF402155																	
Zeltnera exaltata																						AY047723							AY047808			AF402210																	
Zeltnera multicaulis																						AY047728							AY047813			AF402213																	
Eustoma exaltatum																						AY251698										AF102415			AY251728														
Schenkia clementii																						AY251680										AY251739			AY251710														
Schenkia spicata																						AY423600										AF402253			AY047876														
Chironia laxa																						AY251691										AJ490198			AY251721														
Centaurium suffruticosum																						AY879845										AY879946			AY879896														
Centaurium serpentinicola																						AY879841										AY879942			AY879892														
Centaurium somedanum																						JX124297										JX124316			JX124312														
Centaurium chloodes																						AY879811										AY879914			AY879862														
Centaurium gypsicola																						AY251671										AY251731			AY251701														
Centaurium turcicum																						AY879851										AY879951			AY879903														
Centaurium barrelieri																						AY879806										AY879909			AY879856														
Centaurium centaurioides																						AY879810										AY879913			AY879861														
Centaurium cachanlahuen																						AY251695										AY251750			AY251725														
Centaurium bianoris																						DQ166283										DQ166305			AY879858														
Centaurium malzacianum																						AY879832										AY879933			AY879879														
Centaurium majus																						AY879827										AY879928			AY879878														
Centaurium uliginosum																						AY879854										AY879955			AY879905														
Centaurium favargeri																						AY251670										AY251730			AY251700														
Latouchea fokienensis																						AJ318544										AJ315196																AJ315290	
Jaeschkea microsperma																						AJ318543										AJ315195																AJ315289	
Gentianothamnus madagascariensis																						AJ489914										AJ490240								FJ014056									
Swertia nervosa																						FJ010808										FJ010811									DQ317451								
Swertia thomsonii																						DQ317495											DQ317496								DQ317456								
Swertia souliei																						DQ317497											DQ317498								DQ317455								
Swertia petiolata																						DQ317501										X76817	DQ317502																
Geniostemon gypsophilum											AJ388161	AJ388231																				AF102429																	
Hoppea dichotoma											AJ388170	AJ388240																				AF102440																	
Exaculum pusillum																						AY251681										AJ490201			AY251711														
Faroa axillaris	AJ388159											AJ388228																				AF102423																	
Faroa schaijesiorum	AJ388160											AJ388229																				AF102424																	
Coutoubea ramosa	AJ010511											AJ011440																				AF102408																	
Enicostema axillare	AJ010513											AJ011442										FJ232582																											
Anthocleista scandens																						DQ449917										AF102376													DQ449913				
Blackstonia grandiflora																						AY251684										AY251742			AY251714														
Blackstonia acuminata																						AY251685										AY251743			AJ011478														
Exochaenium macropterum										FJ014104																						FJ014154								FJ014047									
Exochaenium perparvum																						FJ666031										FJ014156								FJ014049									
Exochaenium platypterum																						FJ666030										FJ014157								FJ014050									
Gentianopsis contorta																						AJ318539										AJ315191																AJ315285	
Gentianopsis barbata																					HM460853	AF346007										GQ245006																	
Deianira pallescens											AJ388153	AJ388222																				AF102410																	
Canscora pentanthera	AJ010507											AJ011436																				AF102390																	
Gentiana phyllocalyx			AJ410316																			AJ318537										AJ315189																AJ315283	
Gentiana occidentalis														AB453115								AJ223105										X76229														AJ223104			
Gentiana pannonica																	JF960937								JF960938		JF960940					X76815																	
Gentiana angustifolia														AB453112								AJ223099										X75699														AJ223098			
Gentiana andrewsii											HQ593311					HQ594011					HQ596715		HQ590117																										
Metagentiana striata						EU552047																GU251035										AY563389								GU250992									
Lomatogonium carinthiacum	AJ406346											AJ406374										AJ294694										X77899																	
Voyriella parviflora	AJ388197											AJ388267																				AJ242607						HQ448772											
Calolisianthus pulcherrimus											AJ388142	AJ388211										EU709786										AF102388																	
Lisianthius nigrescens							FJ232562				AJ388173	AJ388243										FJ232563																											
Lisianthius jefensis											AJ010522	AJ011451										EU709782										AF102448																	
Fagraea crassifolia																						JX283365								JX283395	JX283424	JX217759																	
Fagraea renae																						JX283371								JX283401	JX283430	JX217765																	
Fagraea oblonga																						JX283370								JX283400	JX283429	JX217764																	
Fagraea crenulata																						JX283366								JX283396	JX283425	JX217760																	
Fagraea stonei																						JX283375								JX283405	JX283434	JX217769																	
Fagraea belukar																						JX283355								JX283385	JX283414	JX217749																	
Fagraea auriculata																						JX283363								JX283393	JX283422	JX217757																	
Fagraea resinosa																						JX283372								JX283402	JX283431	JX217766																	
Fagraea gigantea																						JX283361								JX283391	JX283420	JX217755																	
Fagraea ridleyi																						JX283373								JX283403	JX283432	JX217767																	
Fagraea cuspidata																						JX283379								JX283409	JX283438	JX217773																	
Fagraea caudata																						JX283356								JX283386	JX283415	JX217750																	
Fagraea fragrans																						AY251689								JX283390	JX283419	JX217754																	
Fagraea imperialis																						JX283369								JX283399	JX283428	JX217763																	
Fagraea spicata																						JX283381								JX283411	JX283440	JX217775																	
Fagraea gardenioides																						JX283368								JX283398	JX283427	JX217762																	
Fagraea splendens																						JX283374								JX283404	JX283433	JX217768																	
Fagraea collina																						JX283357								JX283387	JX283416	JX217751																	
Fagraea curtisii																						JX283367								JX283397	JX283426	JX217761																	
Fagraea wallichiana																						JX283362								JX283392	JX283421	JX217756																	
Fagraea berteroana											AJ388157	AJ388226										DQ449918										AF102419																	
Fagraea carnosa																						JX283364								JX283394	JX283423	JX217758																	
Lagenias pusillus										FJ014124												FJ666015										FJ014181								FJ014074									
Pterygocalyx volubilis																						AJ410329										AJ315202								GU250993								AJ315296	
Comastoma pulmonarium																						AF346008		Z48144								AJ315225																AJ315319	
Ornichia madagascariensis											AJ388182											AJ489917										AF102465								FJ014057									
Sebaea microphylla										FJ014120												FJ665988										FJ014178								FJ014070									
Sebaea minutiflora										FJ014122												FJ666005										FJ014179								FJ014072									
Sebaea thodeana										FJ014133												FJ666012										FJ014189								FJ014080									
Sebaea rehmannii										FJ014125												FJ665992										FJ014182								FJ014075									
Sebaea natalensis										FJ014123												FJ665993										FJ014180								FJ014073									
Sebaea thomasii										FJ014134												FJ666014										FJ014190								FJ014081									
Sebaea leiostyla										FJ014117												FJ665994										FJ014173								FJ014067									
Sebaea bojeri										FJ014112												FJ665989										FJ014168								FJ014062									
Sebaea spathulata										FJ014132												FJ666011										FJ014188								FJ014079									
Sebaea filiformis										FJ014115												FJ665991										FJ014171								FJ014065									
Sebaea junodii										FJ014116												FJ665990										FJ014172								FJ014066									
Sebaea aurea										FJ014111												FJ666004										FJ014167								FJ014061									
Microrphium pubescens											AJ388178	AJ388248										AJ489916										AJ490241																	
Exacum quinquenervium																						AJ489900					HQ385100					FJ014143								FJ014033									
Exacum trinervium										FJ014094												AJ489909										AJ490234								FJ014037									
Exacum stenophyllum										FJ014093												FJ666035										AJ490227								FJ014036									
Exacum caeruleum										FJ014089												AJ489882										AY251771								FJ014024									
Exacum exiguum										FJ014090												FJ666037										FJ014142								FJ014026									
Exacum tetragonum											AJ388156	AJ388225										AJ489908										AF102418																	
Exacum atropurpureum										FJ014088												AJ489880										AJ490205								FJ014023									
Exacum wightianum										FJ014095												AJ489913										AJ490238								FJ014038									
Exacum sessile										FJ014092												AJ489901										AJ490226								FJ014034									
Exacum linearifolium										FJ014091												AJ489890										AJ490215								FJ014028									
Macrocarpaea subcaudata				EU541763													EU541785					EU528143																			EU541805								
Macrocarpaea opulenta				EU541746													EU541787					EU528124																			EU541807								
Aripuana cullmaniorum											AJ388140	AJ388209										EU709785										AJ242603																	
Tachia grandiflora											AJ388193	AJ388263										DQ401417																					DQ401429						
Tachia guianensis											AJ011433	AJ011461										DQ401420																					DQ401430						
Frasera parryi	AJ408029											AJ408022										AJ306111										AJ408002																	
Frasera tubulosa	AJ408030											AJ408023										AJ306112										AJ408003																	
Frasera albicaulis	AJ406325											AJ406354									HM460844											AJ408001																	
Frasera speciosa																					HM460851	GU251023										AJ315230																AJ315324	
Gentianella cerastioides	AJ010518											AJ011447										AJ294662																			AJ294576								
Gentianella aspera	AJ295334											AJ011446										AJ580560										AJ580527																	
